customer_name,customer_key,customer_location_key,delivery_address,customer_location_count,customer_key_is_ambiguous,customer_match_status,province,hcmc_district,region,latitude,longitude,distance_from_my_phuoc_km,distance_from_vinh_loc_km,Source Sheet
CH ĐIỆN MÁY SƠN NGHIỆP,CH ĐIEN MAY SON NGHIEP,"CH ĐIEN MAY SON NGHIEP | 243 THONG NHAT, PHAN RI CUA, TUY PHONG, BINH THUAN","243 THỐNG NHẤT, PHAN RÍ CỬA, TUY PHONG, BÌNH THUẬN",2,True,ambiguous_multi_location_customer,Binh Thuan,,Central,10.933,108.101,163.99419165317084,168.54224263147867,pivot
CH ĐIỆN MÁY SƠN NGHIỆP,CH ĐIEN MAY SON NGHIEP,"CH ĐIEN MAY SON NGHIEP | 243 THONG NHAT, XA PHAN RI CUA, TINH LAM ĐONG","243 Thống Nhất, Xã Phan Rí Cửa, Tỉnh Lâm Đồng",2,True,unusable_or_missing_geography,Unknown,,Unknown,,,,,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI HÀ NỘI,CHI NHANH CONG TY CO PHAN BAN LE KY THUAT SO FPT TAI HA NOI,"CHI NHANH CONG TY CO PHAN BAN LE KY THUAT SO FPT TAI HA NOI | TANG 2, SO 39 NGUYEN HOANG, TO DAN PHO SO 6 PHU MY, P. MY ĐINH 2, Q. NAM TU LIEM, TP. HA NOI.","Tầng 2, Số 39 Nguyễn Hoàng, Tổ Dân Phố Số 6 Phú Mỹ, P. Mỹ Đình 2, Q. Nam Từ Liêm, TP. Hà Nội.",2,True,ambiguous_multi_location_customer,Ha Noi,,North,21.028,105.854,1101.1574594303572,1141.4962037906485,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN BÁN LẺ KỸ THUẬT SỐ FPT TẠI HÀ NỘI,CHI NHANH CONG TY CO PHAN BAN LE KY THUAT SO FPT TAI HA NOI,"CHI NHANH CONG TY CO PHAN BAN LE KY THUAT SO FPT TAI HA NOI | TO DAN PHO 4, THI TRAN QUANG MINH, HUYEN ME LINH, HA NOI","Tổ Dân Phố 4, Thị Trấn Quang Minh, Huyện Mê Linh, Hà Nội",2,True,ambiguous_multi_location_customer,Ha Noi,,North,21.028,105.854,1101.1574594303572,1141.4962037906485,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - AN GIANG,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - AN GIANG,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - AN GIANG | SO 129 TRAN HUNG ĐAO, PHUONG LONG XUYEN, TINH AN GIANG, VIET NAM","Số 129 Trần Hưng Đạo, Phường Long Xuyên, Tỉnh An Giang, Việt Nam",1,False,unique_resolvable_customer_geography,An Giang,,Mekong Delta,10.521,105.125,177.20716575228917,160.0753797999497,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - BẠC LIÊU,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - BAC LIEU,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - BAC LIEU | SO 37, TRAN HUYNH, PHUONG BAC LIEU, TINH CA MAU, VIET NAM","Số 37, Trần Huỳnh, Phường Bạc Liêu, Tỉnh Cà Mau, Việt Nam",1,False,unusable_or_missing_geography,Unknown,,Unknown,,,,,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - BẾN TRE,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - BEN TRE,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - BEN TRE | SO 21A1, TRAN HUNG ĐAO, KHU PHO 2, XA BA TRI, TINH VINH LONG, VIET NAM","Số 21A1, Trần Hưng Đạo, khu phố 2, Xã Ba Tri, Tỉnh Vĩnh Long, Việt Nam",1,False,unique_resolvable_customer_geography,Vinh Long,,Mekong Delta,10.254,105.973,122.02815193879003,87.60725054822156,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - BÌNH ĐỊNH,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - BINH ĐINH,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - BINH ĐINH | SO 320 ĐUONG PHAN BOI CHAU, PHUONG QUY NHON, TINH GIA LAI, VIET NAM","Số 320 đường Phan Bội Châu, Phường Quy Nhơn, Tỉnh Gia Lai, Việt Nam",1,False,unusable_or_missing_geography,Unknown,,Unknown,,,,,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - BÌNH DƯƠNG,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - BINH DUONG,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - BINH DUONG | SO 237 NGUYEN AN NINH, KHU PHO BINH MINH 2, PHUONG DI AN, THANH PHO HO CHI MINH, VIET NAM","Số 237 Nguyễn An Ninh, khu phố Bình Minh 2, Phường Dĩ An, Thành phố Hồ Chí Minh, Việt Nam",4,True,ambiguous_multi_location_customer,Ho Chi Minh City,HCMC unspecified,HCMC,10.776,106.701,42.85038075579038,14.889282161736565,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - BÌNH DƯƠNG,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - BINH DUONG,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - BINH DUONG | SO 322 ĐAI LO BINH DUONG, KHU PHO 1, PHUONG PHU LOI, THANH PHO HO CHI MINH, VIET NAM","Số 322 Đại lộ Bình Dương, khu phố 1, Phường Phú Lợi, Thành phố Hồ Chí Minh, Việt Nam",4,True,ambiguous_multi_location_customer,Binh Duong,,Southeast / HCMC fringe,11.05,106.667,12.681954889846134,31.500912827113666,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - BÌNH DƯƠNG,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - BINH DUONG,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - BINH DUONG | SO 43/1A ĐUONG 22/12, KHU PHO 1A, PHUONG AN PHU, THANH PHO HO CHI MINH, VIET NAM","Số 43/1A đường 22/12, Khu phố 1A, Phường An Phú, Thành phố Hồ Chí Minh, Việt Nam",4,True,ambiguous_multi_location_customer,Ho Chi Minh City,HCMC unspecified,HCMC,10.776,106.701,42.85038075579038,14.889282161736565,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - BÌNH DƯƠNG,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - BINH DUONG,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - BINH DUONG | THUA ĐAT SO 643, TO BAN ĐO SO 10, ĐUONG ĐT 743, KHU PHO KHANH HOI, PHUONG TAN KHANH, THANH PHO HO CHI MINH, VIET NAM","Thửa đất số 643, tờ bản đồ số 10, đường ĐT 743, khu phố Khánh Hội, Phường Tân Khánh, Thành phố Hồ Chí Minh, Việt Nam",4,True,ambiguous_multi_location_customer,Ho Chi Minh City,HCMC unspecified,HCMC,10.776,106.701,42.85038075579038,14.889282161736565,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - BÌNH PHƯỚC,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - BINH PHUOC,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - BINH PHUOC | KHU TAI ĐINH CU PHUONG TAN BINH, SO NHA 691 ĐUONG PHU RIENG ĐO, TO 1, PHUONG BINH PHUOC,TINH ĐONG NAI, VN","Khu tái định cư phường Tân Bình, số nhà 691 đường Phú Riềng Đỏ, Tổ 1, Phường Bình Phước,Tỉnh Đồng Nai, VN",1,False,unique_resolvable_customer_geography,Binh Phuoc,,Southeast / HCMC fringe,11.751,106.723,67.6377012837735,108.78741448137436,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - BÌNH THUẬN,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - BINH THUAN,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - BINH THUAN | SO 241 TRAN HUNG ĐAO, PHUONG PHU THUY, TINH LAM ĐONG, VIET NAM","Số 241 Trần Hưng Đạo, Phường Phú Thủy, Tỉnh Lâm Đồng, Việt Nam",1,False,unusable_or_missing_geography,Unknown,,Unknown,,,,,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - CẦNTHƠ,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - CANTHO,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - CANTHO | THUA ĐAT SO 17, 16, 18, 20, 21, 674, 675, 03, 22, 877, 04, 23, TO BAN ĐO SO 04, KHU VUC QUI THANH 1, PHUONG THUAN HUNG, THANH PHO CAN THO, VIET NAM","Thửa đất số 17, 16, 18, 20, 21, 674, 675, 03, 22, 877, 04, 23, tờ bản đồ số 04, khu vực Qui Thạnh 1, Phường Thuận Hưng, Thành phố Cần Thơ, Việt Nam",1,False,unique_resolvable_customer_geography,Can Tho,,Mekong Delta,10.045,105.746,155.4757343091888,121.62662035954362,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - ĐÀ NẴNG,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - ĐA NANG,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - ĐA NANG | LO G1, ĐUONG SO 3, KHU CONG NGHIEP HOA KHANH, PHUONG LIEN CHIEU, THANH PHO ĐA NANG, VIET NAM","Lô G1, đường số 3, Khu Công Nghiệp Hòa Khánh, Phường Liên Chiểu, Thành phố Đà Nẵng, Việt Nam",1,False,unusable_or_missing_geography,Unknown,,Unknown,,,,,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - ĐẮK LẮK,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - ĐAK LAK,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - ĐAK LAK | LO 26 ĐUONG SO 4, KHU CONG NGHIEP 1 TAN AN, PHUONG TAN AN, TINH ĐAK LAK, VIET NAM","Lô 26 Đường Số 4, Khu Công Nghiệp 1 Tân An, Phường Tân An, Tỉnh Đắk Lắk, Việt Nam",2,True,unusable_or_missing_geography,Unknown,,Unknown,,,,,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - ĐẮK LẮK,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - ĐAK LAK,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - ĐAK LAK | SO 561 ĐUONG GIAI PHONG, TO ĐAN PHO 7, XA EA DRANG, TINH ĐAK LAK, VIET NAM","Số 561 đường Giải Phóng, tổ đân phố 7, Xã Ea Drăng, Tỉnh Đắk Lắk, Việt Nam",2,True,unusable_or_missing_geography,Unknown,,Unknown,,,,,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - ĐIỆN BIÊN,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - ĐIEN BIEN,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - ĐIEN BIEN | ĐUONG TRAN ĐANG NINH, TO DAN PHO 6, PHUONG ĐIEN BIEN PHU, TINH ĐIEN BIEN, VIET NAM","Đường Trần Đăng Ninh, Tổ dân phố 6, Phường Điện Biên Phủ, Tỉnh Điện Biên, Việt Nam",1,False,unusable_or_missing_geography,Unknown,,Unknown,,,,,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - ĐỒNG NAI,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - ĐONG NAI,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - ĐONG NAI | SO 205C, KP 1, ĐUONG PHAM VAN THUAN, PHUONG TAM HIEP, TINH ĐONG NAI, VIET NAM","Số 205C, KP 1, đường Phạm Văn Thuận, Phường Tam Hiệp, Tỉnh Đồng Nai, Việt Nam",3,True,unusable_or_missing_geography,Unknown,,Unknown,,,,,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - ĐỒNG NAI,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - ĐONG NAI,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - ĐONG NAI | SO 2239-2241, QUOC LO 1A, AP THANH HOA, PHUONG HO NAI, TINH ĐONG NAI, VIET NAM","Số 2239-2241, Quốc lộ 1A, ấp Thanh Hóa, Phường Hố Nai, Tỉnh Đồng Nai, Việt Nam",3,True,unusable_or_missing_geography,Unknown,,Unknown,,,,,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - ĐỒNG NAI,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - ĐONG NAI,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - ĐONG NAI | SO 66-67, KHU DAN CU 2, AP 114, XA ĐINH QUAN, TINH ĐONG NAI, VIET NAM","Số 66-67, Khu dân cư 2, ấp 114, Xã Định Quán, Tỉnh Đồng Nai, Việt Nam",3,True,unusable_or_missing_geography,Unknown,,Unknown,,,,,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - HÀ NỘI,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - HA NOI,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - HA NOI | CUM CONG NGHIEP HA BINH PHUONG, XA THUONG TIN, THANH PHO HA NOI, VIET NAM","Cụm công nghiệp Hà Bình Phương, Xã Thường Tín, Thành phố Hà Nội, Việt Nam",3,True,ambiguous_multi_location_customer,Ha Noi,,North,21.028,105.854,1101.1574594303572,1141.4962037906485,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - HÀ NỘI,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - HA NOI,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - HA NOI | SO 1283, ĐUONG GIAI PHONG, PHUONG HOANG MAI, THANH PHO HA NOI, VIET NAM","Số 1283, đường Giải Phóng, Phường Hoàng Mai, Thành phố Hà Nội, Việt Nam",3,True,ambiguous_multi_location_customer,Ha Noi,,North,21.028,105.854,1101.1574594303572,1141.4962037906485,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - HÀ NỘI,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - HA NOI,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - HA NOI | SO 159 THAI HA, PHUONG ĐONG ĐA, THANH PHO HA NOI, VIET NAM","Số 159 Thái Hà, Phường Đống Đa, Thành phố Hà Nội, Việt Nam",3,True,ambiguous_multi_location_customer,Ha Noi,,North,21.028,105.854,1101.1574594303572,1141.4962037906485,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - HẢI PHÒNG,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - HAI PHONG,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - HAI PHONG | ĐUONG TL360, XA AN LAO, THANH PHO HAI PHONG, VIET NAM","đường TL360, Xã An Lão, Thành phố Hải Phòng, Việt Nam",3,True,ambiguous_multi_location_customer,Hai Phong,,North,20.844,106.688,1077.729392082736,1118.5869271962893,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - HẢI PHÒNG,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - HAI PHONG,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - HAI PHONG | LO 3B, KHU ĐO THI MOI NGA NAM SAN BAY CAT BI, ĐUONG LE HONG PHONG, PHUONG NGO QUYEN,THANH PHO HAI PHONG, VIET NAM","Lô 3B, Khu đô thị mới Ngã năm sân bay Cát Bi, Đường Lê Hồng Phong, Phường Ngô Quyền,Thành phố Hải Phòng, Việt Nam",3,True,ambiguous_multi_location_customer,Hai Phong,,North,20.844,106.688,1077.729392082736,1118.5869271962893,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - HẢI PHÒNG,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - HAI PHONG,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - HAI PHONG | SO 268 PHO TRAN NGUYEN HAN, PHUONG AN BIEN, THANH PHO HAI PHONG, VIET NAM","Số 268 phố Trần Nguyên Hãn, Phường An Biên, Thành phố Hải Phòng, Việt Nam",3,True,ambiguous_multi_location_customer,Hai Phong,,North,20.844,106.688,1077.729392082736,1118.5869271962893,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - HẬU GIANG,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - HAU GIANG,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - HAU GIANG | SO 17, ĐUONG 3/2, PHUONG VI TAN, THANH PHO CAN THO, VIET NAM","Số 17, đường 3/2, Phường Vị Tân, Thành phố Cần Thơ, Việt Nam",2,True,ambiguous_multi_location_customer,Can Tho,,Mekong Delta,10.045,105.746,155.4757343091888,121.62662035954362,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - HẬU GIANG,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - HAU GIANG,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - HAU GIANG | SO 2041 HUNG VUONG, KHU VUC 3, PHUONG NGA BAY, THANH PHO CAN THO, VIET NAM","Số 2041 Hùng Vương, Khu vực 3, Phường Ngã Bảy, Thành phố Cần Thơ, Việt Nam",2,True,ambiguous_multi_location_customer,Can Tho,,Mekong Delta,10.045,105.746,155.4757343091888,121.62662035954362,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - KHÁNH HÒA,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - KHANH HOA,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - KHANH HOA | LO SO 12, 13 THUOC CUM CONG NGHIEP DIEN PHU - VCN, XA DIEN ĐIEN, TINH KHANH HOA, VIET NAM","Lô số 12, 13 thuộc Cụm Công Nghiệp Diên Phú - VCN, Xã Diên Điền, Tỉnh Khánh Hòa, Việt Nam",2,True,ambiguous_multi_location_customer,Khanh Hoa,,Central,12.238,109.196,305.876735692451,329.05509230963804,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - KHÁNH HÒA,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - KHANH HOA,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - KHANH HOA | SO NHA 2005A, ĐUONG ĐAI LO HUNG VUONG, TO DAN PHO THUAN LOC, PHUONG CAM LINH, TINH KHANH HOA, VN","Số nhà 2005A, Đường Đại Lộ Hùng Vương, Tổ Dân Phố Thuận Lộc, Phường Cam Linh, Tỉnh Khánh Hòa, VN",2,True,ambiguous_multi_location_customer,Khanh Hoa,,Central,12.238,109.196,305.876735692451,329.05509230963804,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - KIÊN GIANG,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - KIEN GIANG,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - KIEN GIANG | THUA ĐAT SO 52, TO BAN ĐO 4/1 VA THUA ĐAT SO 527, TO BAN ĐO 4, ĐUONG HUNG VUONG, KHU PHO 6, XA GIONG RIENG, TINH AN GIANG, VIET NAM","Thửa đất số 52, tờ bản đồ 4/1 và thửa đất số 527, tờ bản đồ 4, đường Hùng Vương, khu phố 6, Xã Giồng Riềng, Tỉnh An Giang, Việt Nam",1,False,unique_resolvable_customer_geography,An Giang,,Mekong Delta,10.521,105.125,177.20716575228917,160.0753797999497,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - LÂM ĐỒNG,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - LAM ĐONG,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - LAM ĐONG | SO 462, QUOC LO 20, KHU PHO 2, XA ĐUC TRONG, TINH LAM ĐONG, VIET NAM","Số 462, Quốc Lộ 20, Khu Phố 2, Xã Đức Trọng, Tỉnh Lâm Đồng, Việt Nam",1,False,unusable_or_missing_geography,Unknown,,Unknown,,,,,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - LONG AN,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - LONG AN,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - LONG AN | ĐUONG TINH 821, AP LOC BINH, XA AN NINH, TINH TAY NINH, VIET NAM","Đường tỉnh 821, Ấp Lộc Bình, Xã An Ninh, Tỉnh Tây Ninh, Việt Nam",4,True,unusable_or_missing_geography,Unknown,,Unknown,,,,,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - LONG AN,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - LONG AN,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - LONG AN | SO 291-293, AP BINH TIEN 2, XA ĐUC HOA, TINH TAY NINH, VIET NAM","Số 291-293, Ấp Bình Tiền 2, Xã Đức Hòa, Tỉnh Tây Ninh, Việt Nam",4,True,unusable_or_missing_geography,Unknown,,Unknown,,,,,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - LONG AN,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - LONG AN,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - LONG AN | THUA ĐAT SO 45, TO BAN ĐO SO 07, XA MY HANH, TINH TAY NINH, VIET NAM","Thửa đất số 45, tờ bản đồ số 07, Xã Mỹ Hạnh, Tỉnh Tây Ninh, Việt Nam",4,True,unusable_or_missing_geography,Unknown,,Unknown,,,,,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - LONG AN,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - LONG AN,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - LONG AN | THUA ĐAT SO 81, TO BAN ĐO SO 1-27, ĐUONG NGUYEN HUU THO, XA BEN LUC, TINH TAY NINH, VIET NAM","Thửa đất số 81, Tờ bản đồ số 1-27, Đường Nguyễn Hữu Thọ, Xã Bến Lức, Tỉnh Tây Ninh, Việt Nam",4,True,unusable_or_missing_geography,Unknown,,Unknown,,,,,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - NGHỆ AN,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - NGHE AN,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - NGHE AN | SO TO BAN ĐO 74-75, PHUONG HOANG MAI, TINH NGHE AN, VIET NAM","Số tờ bản đồ 74-75, Phường Hoàng Mai, Tỉnh Nghệ An, Việt Nam",1,False,unique_resolvable_customer_geography,Nghe An,,Central,18.679,105.681,842.9489821919854,882.8958361667928,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - NINH THUẬN,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - NINH THUAN,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - NINH THUAN | SO 279 NGO GIA TU, KHU PHO 5, PHUONG PHAN RANG, TINH KHANH HOA, VIET NAM","Số 279 Ngô Gia Tự, khu phố 5, Phường Phan Rang, Tỉnh Khánh Hòa, Việt Nam",1,False,unique_resolvable_customer_geography,Khanh Hoa,,Central,12.238,109.196,305.876735692451,329.05509230963804,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - PHÚ THỌ,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - PHU THO,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - PHU THO | KHU B CUM CONG NGHIEP ĐONG LANG, KHU 4, XA PHU NINH, TINH PHU THO, VIET NAM","Khu B Cụm công nghiệp Đồng Lạng, khu 4, Xã Phù Ninh, Tỉnh Phú Thọ, Việt Nam",2,True,unusable_or_missing_geography,Unknown,,Unknown,,,,,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - PHÚ THỌ,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - PHU THO,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - PHU THO | SO 1606A, ĐUONG HUNG VUONG, PHUONG VIET TRI, TINH PHU THO, VIET NAM","Số 1606A, Đường Hùng Vương, Phường Việt Trì, Tỉnh Phú Thọ, Việt Nam",2,True,unusable_or_missing_geography,Unknown,,Unknown,,,,,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - QUẢNG BÌNH,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - QUANG BINH,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - QUANG BINH | 226 TRAN HUNG ĐAO, PHUONG ĐONG HOI, TINH QUANG TRI, VIET NAM","226 Trần Hưng Đạo, Phường Đồng Hới, Tỉnh Quảng Trị, Việt Nam",1,False,unusable_or_missing_geography,Unknown,,Unknown,,,,,pivot
CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ ĐIỆN MÁY XANH - QUẢNG TRỊ,CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - QUANG TRI,"CHI NHANH CONG TY CO PHAN ĐAU TU ĐIEN MAY XANH - QUANG TRI | SO 11 TRAN HUNG ĐAO, PHUONG ĐONG HA, TINH QUANG TRI, VIET NAM","Số 11 Trần Hưng Đạo, Phường Đông Hà, Tỉnh Quảng Trị, Việt Nam",1,False,unusable_or_missing_geography,Unknown,,Unknown,,,,,pivot
