shipment_rows_total,shipment_rows_known_geography,shipment_rows_unknown_geography,rows_transaction_text_parse,rows_transaction_text_parse_alias_matched,rows_with_distance_my_phuoc,rows_with_distance_vinh_loc
21344,21323,21,590,590,21323,21323
