group,sku_count,quantity,quantity_share,order_frequency,frequency_share,top_skus
Fast Moving: ABC quantity A and ABC frequency A,28,344190.1666666667,0.5626668347703678,12675,0.26283048211508553,"4200009163, 4200007859, 4200007858, 4200009000, 4200000163, 4200008999, 4200009453, 4200008102, 4200008101, 4200008229"
