group,sku_count,quantity,quantity_share,order_frequency,frequency_share,top_skus
Fast Moving: ABC quantity A and ABC frequency A,56,227945.6666666667,0.6122078278683636,19722,0.4739612121794718,"4200009163, 4200000163, 4200009000, 4200008101, 4200008999, 4200008102, 4200007858, 1830009179, 4200008229, 4200000164"
