sku_code,product_name,category,abc_quantity,xyz,abc_xyz,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,Total,Mean/Mo,Std Dev,CV,quantity,quantity_share,order_frequency,frequency_share,cbm_total
4200000157,Quạt treo CN ASIAvina - L24001-DV0 - Đen,Fan,B,X,BX,315.0,272.0,515.0,103.0,207.0,89.0,0.0,1501.0,214.42857142857142,172.21871476203077,0.8031519009555066,1501.0,0.005659607603980839,123,0.00608428967154729,139.3520895
4200009380,Quạt đứng ASIAVINA TURBO MAX - VY649790 - Xám,Fan,B,X,BX,83.0,413.0,384.0,301.0,42.0,0.0,199.0,1422.0,203.14285714285714,167.3374122060262,0.8237425354727028,1422.0,0.005361733519560795,129,0.006381084289671548,95.985
2100122708,Chảo chiên Tefal So Chef 21cm,CW,B,X,BX,177.0,305.0,254.0,98.0,215.0,278.0,93.0,1420.0,202.85714285714286,84.23662816025772,0.4152509838885944,1420.0,0.005354192403499528,437,0.021616541353383457,9.95515625
7211004640,Máy xay nấu đa năng  Tefal Perfectmix Cook BL83SD66 - 1.75L,SDA,B,X,BX,62.0,311.0,357.0,6.0,211.0,181.0,236.0,1364.0,194.85714285714286,125.99130733431383,0.6465829555280035,1364.0,0.005143041153784053,535,0.02646418678274634,59.550876
4200009621,,,B,Y,BY,356.0,81.0,769.0,24.0,80.0,48.0,0.0,1358.0,194.0,280.0255940683518,1.4434308972595453,1358.0,0.005120417805600253,48,0.002374356944994064,139.3308
4200009006,"Nồi Inox cao cấp cán dài Tefal Duetto Plus, 16cm",Fan,B,Y,BY,326.0,255.0,525.0,80.0,110.0,55.0,1.0,1352.0,193.14285714285714,185.88655014230997,0.9624303631628475,1352.0,0.005097794457416452,64,0.0031658092599920855,41.019
2100122710,Chảo chiên Tefal So Chef 28cm,CW,B,X,BX,101.0,289.0,89.0,0.0,242.0,271.0,314.1666666666667,1306.1666666666667,186.5952380952381,121.53477848316663,0.6513284032529026,1306.1666666666667,0.004924977214345752,351,0.017362485160269094,26.630950500000004
4200009019,Quạt lửng ASIAVINA TURBO PLUS - VY638891 - Đen,Fan,B,Y,BY,0.0,36.0,543.0,81.0,528.0,72.0,0.0,1260.0,180.0,244.9061044563814,1.360589469202119,1260.0,0.004750903118598173,75,0.003709932726553225,64.7955
7211419352,Bình đun siêu tốc Tefal KI605830 - thủy tinh - 1.7L,SDA,B,X,BX,145.0,374.0,252.0,34.0,146.0,252.0,44.75,1247.75,178.25,122.45551913518095,0.6869874846293461,1247.75,0.004704713782722913,517,0.025573802928373565,22.170735
7211004596,Nồi cơm điện tửTefal Easy Rice Plus RK736B68,SDA,B,X,BX,145.0,323.0,268.0,0.0,167.0,246.0,94.25,1243.25,177.60714285714286,110.79709844490299,0.6238324465025706,1243.25,0.004687746271585062,507,0.025079145231499803,60.278526
7211419468,Bình đun siêu tốc Tefal Colour KO1408E0 - 1.5L - Black,SDA,B,X,BX,119.0,384.0,257.0,55.0,125.0,212.0,80.66666666666667,1232.6666666666667,176.0952380952381,115.97440878083188,0.6585891250398781,1232.6666666666667,0.004647841199094191,458,0.02265532251681836,14.618413333333372
4200009618,Quạt đứng ASIAVINA TURBO PLUS - VY639892 - Đen,Fan,B,Y,BY,253.0,261.0,277.0,294.0,75.0,54.0,0.0,1214.0,173.42857142857142,124.69543849296325,0.7190017046546481,1214.0,0.004577457449189033,66,0.0032647407993668383,63.04200833333334
7211005213,Nồi cơm điện tử Tefal EasyRice Max RK737868 - 1.8L,SDA,B,X,BX,50.0,149.0,118.0,0.0,147.0,142.0,448.75,1054.75,150.67857142857142,143.08874826817228,0.9496290475252013,1054.75,0.003976996082810653,304,0.015037593984962405,90.32562
4200008734,Quạt lửng ASIAVINA VY358792 - 55W Xám,Fan,B,Y,BY,458.0,496.0,0.0,32.0,52.0,0.0,0.0,1038.0,148.28571428571428,225.6795030463292,1.52192343094827,1038.0,0.003913839235797543,38,0.0018796992481203006,35.979675
4200009022,Quạt Treo ASIAVINA VY377192 -XANH THIÊN THANH,Fan,B,Y,BY,225.0,118.0,358.0,110.0,135.0,55.0,0.0,1001.0,143.0,117.55849607748476,0.8220873851572361,1001.0,0.003774328588664104,52,0.0025722200237435692,41.446405000000006
7211004136,Máy xay sinh tố Tefal - BL967B66,SDA,B,Y,BY,0.0,29.0,13.0,0.0,0.0,0.0,933.0,975.0,139.28571428571428,350.16553908388073,2.514008998550939,975.0,0.0036762940798676334,86,0.004254056193114365,44.01540000000001
7211419432,Bình đun siêu tốc Tefal Colour KO140AE0 - 1.5L - Rise,SDA,B,X,BX,69.0,217.0,186.0,24.0,69.0,169.0,110.66666666666667,844.6666666666666,120.66666666666666,71.49358945621162,0.5924883104105936,844.6666666666666,0.0031848646832084047,355,0.0175603482390186,11.17878666666669
1830008176,"Bàn ủi hơi nước đứng Tefal IXEO Plus QT1510E0 - 2980W, 1L",SDA,B,X,BX,49.0,154.0,146.0,0.0,140.0,100.0,249.0,838.0,119.71428571428571,80.32582458486246,0.6709794416396626,838.0,0.003159727629670848,332,0.016422635536208943,98.30789595
7211419390,Máy xay sinh tố và sữa hạt Tefal BL511868 - 1000W,SDA,B,X,BX,0.0,0.0,0.0,0.0,0.0,802.0,34.0,836.0,119.42857142857143,301.25230684752006,2.522447545373972,836.0,0.003152186513609581,157,0.007766125840918085,44.0154
4200008735,Quạt lửng ASIAVINA VY358192 - 55W Xanh Thiên Thanh,Fan,B,Y,BY,366.0,392.0,10.0,32.0,8.0,0.0,0.0,808.0,115.42857142857143,180.5277976220995,1.5639784447459115,808.0,0.003046610888751844,37,0.0018302334784329245,28.007299999999997
2100118817,Chảo chiên Tefal Primary 20cm,CW,C,X,CX,49.0,127.0,56.0,0.0,44.0,178.0,332.5,786.5,112.35714285714286,113.63197697160862,1.0113462667530329,786.5,0.0029655438910932246,176,0.008705975464978234,12.891536000000002
7211004515,Nồi áp suất điện đa năng Tefal Turbo Cuisine 5L  CY754830,SDA,C,X,CX,31.0,87.0,123.0,0.0,108.0,73.0,341.0,763.0,109.0,110.87981481466018,1.0172460074739467,763.0,0.0028769357773733377,145,0.007172536604669569,40.765564000000005
1830007932,Bàn ủi hơi nước đứng Tefal IXEO - QT1411K0,SDA,C,X,CX,0.0,0.0,0.0,0.0,0.0,732.0,14.0,746.0,106.57142857142857,275.8374262392355,2.5882868413869287,746.0,0.002812836290852569,152,0.007518796992481203,98.63985000000001
7211004924,Nồi cơm điện tử cao tần Tefal RK818A68 - 1.8L,SDA,C,X,CX,90.0,194.0,126.0,0.0,104.0,153.0,72.5,739.5,105.64285714285714,61.87400792855477,0.585690406355488,739.5,0.0027883276636534514,360,0.01780767708745548,36.871296
4200009622,Quạt treo ASIAVINA TURBO PLUS - VY637892 - Đen,Fan,C,Z,CZ,214.0,110.0,180.0,0.0,152.0,80.0,0.0,736.0,105.14285714285714,84.07819489702938,0.799656744944573,736.0,0.002775130710546234,25,0.0012366442421844084,27.600000000000005
4200009021,Quạt treo ASIAVINA TURBO PLUS - VY637891 - Đen,Fan,C,Y,CY,4.0,140.0,347.0,14.0,52.0,126.0,1.0,684.0,97.71428571428571,123.80456949794474,1.267005828195341,684.0,0.002579061692953294,48,0.002374356944994064,25.687500000000004
7211419286,Nồi chiên không dầu Tefal EasyFry Window 6L EY821868,SDA,C,X,CX,38.0,97.0,85.0,36.0,68.0,112.0,222.0,658.0,94.0,63.21128591214283,0.6724604884270513,658.0,0.0024810271841568237,213,0.01053620894341116,41.87512
4200009379,Quạt sàn ASIAVINA TURBO PLUS - VY636092 - Đen,Fan,C,Y,CY,145.0,38.0,433.0,12.0,14.0,10.0,0.0,652.0,93.14285714285714,157.93925896942002,1.695666890775982,652.0,0.0024584038359730226,30,0.00148397309062129,66.8952
4200009009,Quạt sàn BCN ASIAVINA - VY586890 - Đen,Fan,C,Y,CY,97.0,196.0,260.0,5.0,80.0,7.0,0.0,645.0,92.14285714285714,102.03500799795557,1.1073566759468048,645.0,0.0024320099297585884,37,0.0018302334784329245,68.75055
4200000161,Quạt hút ASIAvina - V04001-SV0 - Sữa,Fan,C,Z,CZ,131.0,30.0,270.0,62.0,100.0,50.0,0.0,643.0,91.85714285714286,89.66684368897378,0.9761553745300412,643.0,0.0024244688136973213,24,0.001187178472497032,15.97212
4200000088,Quạt đứng CN ASIAvina - D24001-DV0 - Đen,Fan,C,Y,CY,125.0,111.0,245.0,48.0,47.0,0.0,5.0,581.0,83.0,85.9127464349732,1.0350933305418457,581.0,0.0021906942157980465,62,0.0030668777206173327,70.52178
4200009619,Quạt lửng ASIAVINA TURBO PLUS - VY638892 - Đen,Fan,C,Y,CY,302.0,96.0,72.0,42.0,48.0,0.0,0.0,560.0,80.0,103.98076745244767,1.2997595931555959,560.0,0.0021115124971547434,28,0.0013850415512465374,28.23333333333333
7211004284,Nồi áp suất điện đa năng Tefal Home Chef,CW,C,Y,CY,66.0,12.0,7.0,0.0,1.0,0.0,455.0,541.0,77.28571428571429,168.20792122223247,2.176442603614838,541.0,0.0020398718945727075,92,0.004550850811238623,31.268718
2100118819,Chảo chiên Tefal Primary 26cm,CW,C,X,CX,42.0,113.0,96.0,24.0,110.0,116.0,39.0,540.0,77.14285714285714,40.300655790481336,0.5224159083951284,540.0,0.002036101336542074,185,0.009151167392164622,5.2648695
2100118818,Chảo chiên Tefal Primary 24cm,CW,C,X,CX,65.0,88.0,132.0,24.0,60.0,85.0,73.25,527.25,75.32142857142857,32.777887072726045,0.4351734651665857,527.25,0.001988026721651497,154,0.007617728531855956,5.3615925
2100139431,"Bộ 3 nồi chảo cán rời Tefal Ingenio Serenity L827S404, quánh 20cm/ chiên 22cm/chiên 28cm, xanh dương",CW,C,Z,CZ,0.0,0.0,0.0,0.0,0.0,0.0,492.0,492.0,70.28571428571429,185.95852072053978,2.6457513110645903,492.0,0.0018551145510716674,12,0.000593589236248516,7.393776000000001
4200008116,Quạt treo ASIAvina  - VY357290 - Chuối non,Fan,C,Z,CZ,10.0,20.0,160.0,12.0,0.0,228.0,0.0,430.0,61.42857142857143,92.92803154925346,1.5127819089413355,430.0,0.0016213399531723922,7,0.00034626038781163435,13.1415525
8010000653,Máy ép trái cây ZE420D38,SDA,C,X,CX,94.0,81.0,106.0,0.0,17.0,60.0,63.0,421.0,60.142857142857146,39.09573110297582,0.650047785560168,421.0,0.001587404930896691,209,0.010338345864661654,11.238480000000001
4200009381,Quạt sàn ASIAVINA TURBO MAX - VY646790 - Xám,Fan,C,Y,CY,57.0,151.0,44.0,82.0,12.0,0.0,49.0,395.0,56.42857142857143,49.94282445242474,0.8850627118151219,395.0,0.0014893704221002207,74,0.003660466956865849,37.525
4200009018,Quạt đứng ASIAVINA TURBO PLUS - VY639891 - Đen,Fan,C,Z,CZ,0.0,149.0,219.0,21.0,0.0,0.0,0.0,389.0,55.57142857142857,90.35643703846293,1.6259513091754254,389.0,0.00146674707391642,24,0.001187178472497032,20.200445833333337
4200009378,Quạt đứng ASIAVINA TURBO PLUS - VY639092 - Đen,Fan,C,Y,CY,126.0,106.0,65.0,12.0,34.0,12.0,5.0,360.0,51.42857142857143,48.805249522488666,0.9489909629372796,360.0,0.0013574008910280494,29,0.0014345073209339138,19.21379166666667
4200009377,Quạt lửng ASIAVINA TURBO X - VY628990 - Đen,Fan,C,Y,CY,37.0,230.0,17.0,49.0,0.0,0.0,10.0,343.0,49.0,81.90645070241212,1.6715602184165739,343.0,0.0012933014045072803,68,0.0033636723387415906,18.5297175
4200009627,Quạt sàn ASIAVINA - VY616090 - Đen,Fan,C,Y,CY,179.0,80.0,6.0,0.0,0.0,29.0,39.0,333.0,47.57142857142857,64.54677152488507,1.3568390410636502,333.0,0.0012555958242009457,34,0.0016818361693707953,30.268368000000002
7211004200,"Nồi cơm điện cơ mini Tefal RK224168 - 0.7L, 300W",SDA,C,X,CX,87.0,23.0,20.0,0.0,10.0,0.0,171.5,311.5,44.5,63.4409173956367,1.4256385931603754,311.5,0.001174528826542326,106,0.005243371586861892,22.27722
1830009015,Bàn ủi hơi nước đứng Tefal IT3470E1,SDA,C,X,CX,26.0,78.0,45.0,26.0,56.0,46.0,28.0,305.0,43.57142857142857,19.182084895870442,0.4402445713806331,305.0,0.0011500201993432085,197,0.009744756628413138,22.59684
2100136883,"Chảo chiên chống dính Tefal Flavor Force E2770674, 28cm",CW,C,Z,CZ,0.0,0.0,0.0,0.0,0.0,0.0,291.5,291.5,41.642857142857146,110.17664388218974,2.6457513110645903,291.5,0.0010991176659296566,23,0.0011377127028096557,12.316749500000002
7211005120,Bàn ủi đứng kết hợp móc treo 2 trong 1 Tefal IT3280E1,SDA,C,Y,CY,0.0,0.0,0.0,0.0,0.0,0.0,280.0,280.0,40.0,105.83005244258362,2.6457513110645907,280.0,0.0010557562485773717,33,0.0016323703996834191,18.73872
7211419108,Nồi chiên không dầu điện tử Tefal Easy Max 5L EY245310,SDA,C,Y,CY,0.0,67.0,0.0,0.0,0.0,1.0,207.0,275.0,39.285714285714285,78.03357030943859,1.9863090624220732,275.0,0.0010369034584242045,82,0.004056193114364859,15.0898
4200009024,Quạt Treo ASIAVINAVY377292 - XANH CHUỐI NON,Fan,C,Z,CZ,15.0,55.0,105.0,55.0,37.0,0.0,0.0,267.0,38.142857142857146,37.6050908407739,0.9859012579978175,267.0,0.0010067389941791367,20,0.0009893153937475267,11.055135
1830009281,Bàn ủi hơi nước Tefal Virtuo 30  - FV2C50E1  Xanh,SDA,C,X,CX,0.0,0.0,0.0,0.0,0.0,0.0,252.83333333333334,252.83333333333334,36.11904761904762,95.56201759249961,2.6457513110645903,252.83333333333334,0.0009533227554118292,109,0.005391768895924021,13.220149333333334
7212000233,"Nồi cơm điện tử thông minh Niêu 
1.8L CFXB50FC33VN-75",SDA,C,X,CX,1.0,2.0,0.0,0.0,0.0,0.0,242.5,245.5,35.07142857142857,91.47059116250998,2.6081227622711602,245.5,0.000925671996520517,108,0.005342303126236644,40.04594708625
7211004184,"Nồi cơm điện tử Tefal RK732168 - 1.8L, 750W",SDA,C,Z,CZ,0.0,0.0,0.0,0.0,0.0,0.0,241.75,241.75,34.535714285714285,91.37291134998068,2.6457513110645907,241.75,0.0009115324039056415,22,0.0010882469331222793,38.197467
1830007520,"Bàn ủi hơi nước đứng Tefal IXEO Power QT2020EO - 2170W, 1.1L",SDA,C,Z,CZ,0.0,0.0,0.0,0.0,0.0,0.0,229.0,229.0,32.714285714285715,86.55386431911303,2.6457513110645903,229.0,0.0008634577890150647,18,0.000890383854372774,24.860240000000005
7211005232,Nồi cơm cao tần Tefal Rice Master Max RK819868 -1.8L,SDA,C,Y,CY,1.0,4.0,3.0,0.0,0.0,0.0,204.0,212.0,30.285714285714285,76.61747904517674,2.5298224213030056,212.0,0.0007993583024942957,67,0.0033142065690542144,19.914752
2100136221,"Bộ 5 nồi Inox cao cấp Tefal Duetto Plus, quánh 16cm/nồi 18cm/nồi 20/nồi 22cm/nồi 24cm",CW,C,Z,CZ,0.0,0.0,0.0,0.0,0.0,0.0,209.0,209.0,29.857142857142858,78.99457485892849,2.6457513110645903,209.0,0.0007880466284023953,14,0.0006925207756232687,11.200728000000002
2100140775,"Chảo Inox cao cấp Professional Tefal B9210295, 20cm",CW,C,Y,CY,0.0,0.0,0.0,0.0,0.0,0.0,201.33333333333334,201.33333333333334,28.761904761904763,76.09684723252441,2.6457513110645903,201.33333333333334,0.0007591390168342054,49,0.0024238227146814403,4.7510639999999995
2100120061,Chảo chiên sâu lồng Tefal Day By Day 24cm,CW,C,Y,CY,18.0,26.0,26.0,20.0,26.0,26.0,58.0,200.0,28.571428571428573,13.40220308826305,0.4690771080892067,200.0,0.0007541116061266941,41,0.0020280965571824296,2.935008
2100121732,Dao gọt trái cây Tefal Comfort  K2213504 - 9cm,CW,C,Z,CZ,0.0,175.0,10.0,0.0,0.0,1.0,11.520833333333334,197.52083333333334,28.217261904761905,64.91691165749359,2.3006098847081367,197.52083333333334,0.0007447637643424153,20,0.0009893153937475267,0.6692568750000001
