sku_code,product_name,category,quantity,quantity_share,quantity_cumulative_share,abc_quantity,order_frequency,frequency_share,frequency_cumulative_share,monthly_mean_quantity,monthly_std_quantity,demand_cv,monthly_nonzero_periods,xyz_low_sample_flag,xyz_frequency,abc_xyz_frequency,xyz_volatility,abc_xyz_volatility,fast_moving_flag,cbm_total,pcs_per_carton,pcs_per_pallet,cbm_incl_flap_m3,pcs_weight_kg,carton_weight_kg
4200008117,Quạt treo ASIAvina - VY357690 - trắng,Fan,4033.0,0.01431640838249238,0.5705252623600415,A,666,0.03202846975088968,0.13720303933827066,576.1428571428571,318.8366502204687,0.5533985994404367,7,0,X,AX,Y,AY,1,166.98636499999998,1,40,0.041405,3.8,3.8
4200008372,QUẠT SÀN TURBO VY616990,Fan,3705.0,0.013152068697528954,0.5976494072771316,A,116,0.005578532268923728,0.641338847744542,529.2857142857143,381.7528494919692,0.7212604443842872,6,0,X,AX,Y,AY,1,387.48927750000007,1,18,0.1026,3.2,3.2
4200008371,QUẠT ĐỨNG VY619990,Fan,3355.0,0.011909633058086273,0.6095590403352178,A,682,0.03279792247763778,0.0724728287005867,479.2857142857143,340.81016919770957,0.7110793396077398,7,0,X,AX,Y,AY,1,226.4625,1,24,0.0675,4.2,4.2
4200009002,QUẠT treo ASIAVINA TURBO VY627890,Fan,2994.0,0.010628149441403964,0.6312626160482251,A,113,0.005434259882658459,0.6467731076272004,427.7142857142857,389.2581466866233,0.9100891873100746,6,0,X,AX,Y,AY,1,112.27500000000002,2,48,0.03750000000000001,4.0,8.0
4200009023,Quạt treo ASIAVINA - VY377092 - 55W Xám,Fan,2939.0,0.010432909555205828,0.6416955256034309,A,92,0.0044243531788015775,0.6967394440704052,419.85714285714283,407.0075464375849,0.9693953130531114,6,0,X,AX,Y,AY,1,121.68929500000002,1,40,0.041405,3.8,3.8
4200008366,QUẠT SÀN TURB0 VY616790,Fan,2838.0,0.010074378127823797,0.6517699037312547,A,680,0.03270174088679427,0.10517456958738097,405.42857142857144,349.70552237697416,0.8625576661870398,7,0,X,AX,Y,AY,1,296.57099999999997,1,18,0.1045,3.2,3.2
4200009625,Quạt treo ASIAVINA - VY617090 - Đen,Fan,2586.0,0.009179824467425067,0.6802642776678444,A,102,0.00490526113301914,0.6828412041935177,369.42857142857144,306.64140682718045,0.8300424778771319,7,0,X,AX,Y,AY,1,107.07333000000001,1,40,0.041405,3.0,3.0
4200000164,Quạt trần đảo ASIAvina - X16002-XV0 - Xám,Fan,4679.0,0.0166095895912923,0.5247503835868605,A,89,0.004280080792536309,0.7010195248629415,668.4285714285714,524.3131561522042,0.7843966858442892,6,0,Y,AY,Y,AY,0,256.666545,1,28,0.054855,4.0,4.0
4200008737,Quạt treo ASIAVINA VY357792 - 55W Xám,Fan,4484.0,0.01591737544931709,0.5406677590361776,A,77,0.003702991247475233,0.7400692507454077,640.5714285714286,669.5677354689012,1.0452663131762507,6,0,Y,AY,Z,AZ,0,137.03888700000002,4,48,0.03056175,3.5,14.0
4200008122,Quạt treo ASIAvina - VY377790 - Xám,Fan,3936.0,0.013972076219561123,0.5844973385796026,A,88,0.004231989997114553,0.7052515148600561,562.2857142857143,424.54395700394963,0.7550324438586502,6,0,Y,AY,Y,AY,0,162.97008,1,40,0.041405,3.8,3.8
4200009226,Quạt lửng ASIAvina - VY358291 - Chuối non,Fan,2689.0,0.009545455527032485,0.6710844532004193,A,27,0.0012984514763874195,0.8908338943926136,384.14285714285717,626.8546957021297,1.6318270248846811,5,0,Y,AY,Z,AZ,0,171.38812075,1,18,0.06373675000000001,3.8,3.8
4200008736,Quạt treo ASIAVINA VY357192 - 55W Xanh Thiên Thanh,Fan,2542.0,0.009023632558466558,0.689287910226311,A,57,0.002741175339040108,0.7999422910454943,363.14285714285717,420.44398301931125,1.157792242775444,6,0,Y,AY,Z,AZ,0,77.68796850000001,4,48,0.03056175,3.5,14.0
1830009179,Bàn ủi khô tích hợp bình xịt nước Tefal FS3120L0,SDA,2529.0,0.008977484949001545,0.6982653951753125,A,28,0.0013465422718091757,0.888188900644417,361.2857142857143,954.1089585377053,2.640870980531411,3,0,Y,AY,Z,AZ,0,82.839341,6,300,0.0054665,1.0,6.0
4100000722,Quạt đứng Tefal - VF2820F0 - đen,Fan,6960.0,0.024706720144345887,0.40772714561581075,A,11,0.0005289987496393191,0.9569106473021068,994.2857142857143,1521.7600242576264,1.5305057715234747,3,0,Z,AZ,Z,AZ,0,440.86031999999994,1,,0.06334200000000001,,
4100000738,Quạt đứng - TEFAL - VF4420F2 - đen,Fan,3120.0,0.01107542627160333,0.6206344666068211,A,5,0.00024045397710878137,0.9792247763778008,445.7142857142857,467.8624136380674,1.0496913126495102,4,0,Z,AZ,Z,AZ,0,181.5528,1,31,0.05819000000000001,7.0,7.0
4100000838,,,2752.0,0.009769093942132167,0.6615389976733869,A,4,0.0001923631816870251,0.9860055785322688,393.14285714285717,1039.2765798976754,2.6435087424722847,2,0,Z,AZ,Z,AZ,0,135.20025600000002,,,,,
7211004545,"Nồi cơm điện Tefal Fuzzy Express RK522168 - 750W, 1.5L",SDA,2112.5,0.007498986538064754,0.7135917262418662,B,555,0.026690391459074734,0.193373088390882,301.7857142857143,234.47065508339867,0.7769441825248713,7,0,X,BX,Y,BY,0,81.39474,2,36,0.03843000000000001,5.3,10.6
4200008262,Quạt sàn TEFAL TB Silence Plus VH686790 - Xám Cánh Trắng,Fan,2050.0,0.007277123031021418,0.7208688492728876,B,403,0.01938059055496778,0.37938828508223527,292.85714285714283,283.16157258794175,0.9668931746905329,7,0,X,BX,Y,BY,0,186.3368,1,18,0.090896,3.9,3.9
4200008260,Quạt đứng TEFAL TB Silence Plus VH689690 - Trắng Cánh Trắng,Fan,2039.0,0.007238075053781792,0.7353698480932401,B,109,0.005241896700971434,0.6626911609118018,291.2857142857143,201.69012063535675,0.692413361671161,7,0,X,BX,Y,BY,0,149.413842,1,20,0.07327800000000001,5.9,5.9
7211005095,Nồi cơm điện tử Tefal Rice Mate Mini 0.7L RK515168,SDA,1854.0,0.006581359072933517,0.7561948443183558,B,613,0.029479657593536598,0.16668269693180726,264.85714285714283,153.99613476905688,0.5814309295487585,6,0,X,BX,Y,BY,0,57.433824,4,56,0.020832,3.0,12.0
4200009453,Quạt đứng TEFAL Turbo Silence Extreme VH699690 - Trắng,Fan,1618.0,0.00574360247033788,0.793397627142605,B,137,0.00658843897278061,0.5991632201596615,231.14285714285714,237.08748636416092,1.0257184206113266,7,0,X,BX,Z,BZ,0,118.56380400000002,1,18,0.07327800000000001,7.0,7.0
4200008107,Quạt lửng ASIAvina - VY358990 - xám,Fan,1530.0,0.005431218652420864,0.8043204113213626,B,106,0.005097624314706165,0.6730306819274794,218.57142857142858,166.24866630327912,0.7606148131522574,7,0,X,BX,Y,BY,0,77.69952,1,34,0.050784,3.9,3.9
2100122707,Chảo chiên sâu lồng Tefal So Chef 28cm,CW,1513.0,0.005370871778505076,0.8096912830998676,B,487,0.023420217370395305,0.3168702510339521,216.14285714285714,117.82957830616863,0.545146760173946,7,0,X,BX,Y,BY,0,17.705325000000002,4,168,0.009075000000000001,1.1,4.4
4200000157,Quạt treo CN ASIAvina - L24001-DV0 - Đen,Fan,1501.0,0.005328273985152756,0.8150195570850204,B,123,0.005915167836876022,0.6357603154756183,214.42857142857142,172.21871476203077,0.8031519009555066,6,0,X,BX,Y,BY,0,139.3520895,1,16,0.0928395,11.0,11.0
