shipment_rows_total,shipment_rows_known_geography,shipment_rows_unknown_geography,rows_transaction_text_parse,rows_transaction_text_parse_alias_matched,rows_transaction_text_parse_district_alias_matched,rows_with_distance_my_phuoc,rows_with_distance_vinh_loc
43894,5202,38692,3267,3267,0,4465,4465
