customer_segment,orders,customers,avg_order_quantity,median_order_quantity,avg_order_cbm,median_order_cbm,avg_sku_breadth,avg_lines_per_order,avg_distance_km,avg_orders_per_customer_month,province_count,region_count,top_province_quantity_share,segment_sku_breadth,carton_qty_share,loose_qty_share,pallet_qty_share,provinces
Modern Trade,1315,117,65.01639416983524,12.25,4.1238035820118375,0.7739523333333332,3.0889733840304183,3.2539923954372623,341.8004469741912,1.8732193732193732,41,6,0.2338418138094205,195,0.2757303973347075,0.032522459237394254,0.6917471434278982,41
Traditional Trade / Distributor,3258,253,37.72818434719908,11.0,1.9072555652438448,0.5302555,4.429097605893186,4.535297728667895,298.7573149083154,2.1462450592885376,57,6,0.3036561964346862,460,0.5149106019242404,0.0806748429715759,0.40441455510418367,57
