assignment_start_date,assignment_end_date,shipment_rows_total,shipment_rows_known_geography,shipment_row_coverage,shipment_rows_unknown_geography,shipment_row_unknown_share,quantity_total,quantity_known_geography,quantity_coverage,quantity_unknown_geography,quantity_unknown_share,orders_total,orders_known_geography,rows_distributor_match,rows_transaction_text_parse,rows_unresolved,rows_ambiguous_customer,rows_unresolved_customer
2025-07-01,2025-12-31,43894,5202,0.1185127807900852,38692,0.8814872192099148,355364.79955357144,73063.73333333334,0.20560205576106572,282301.0662202381,0.7943979442389343,9836,1365,1935,3267,38692,10290,25693
