sku_code,carton,loose,pallet,total_orders,pallet_share,carton_share,loose_share,avg_qty_per_order,baseline_pick_time_sec,pcs_per_carton,pcs_per_pallet,cbm_incl_flap_m3,pcs_weight_kg,carton_weight_kg,ergonomic_penalty,abc_quantity,xyz_frequency,order_frequency,quantity,size_score_norm
2100124956,1,6,0,7,0.0,0.14285714285714285,0.8571428571428571,2.1785714285714284,6.857142857142857,4,196,0.008085,1.5,6.0,0,C,Z,7,15.25,0.6227074488057072
2100124957,3,12,0,15,0.0,0.2,0.8,2.4166666666666665,7.200000000000001,4,120,0.01180575,1.75,7.0,0,C,Z,15,36.25,0.90927995840915
2100124958,0,15,0,15,0.0,0.0,1.0,1.6111111111111112,6.0,6,270,0.006578000000000001,1.0,6.0,0,C,Z,15,24.166666666666668,0.5066381692323986
2100124959,1,15,0,16,0.0,0.0625,0.9375,1.8854166666666665,6.375,6,336,0.005406,1.0,6.0,0,C,Z,16,30.166666666666664,0.4163706206856714
2100124960,7,32,0,39,0.0,0.1794871794871795,0.8205128205128205,3.0982905982905984,7.076923076923077,6,210,0.007656,1.166666666666667,7.0,0,C,Y,39,120.83333333333333,0.5896658290731595
2100125396,0,3,0,3,0.0,0.0,1.0,1.1666666666666667,6.0,2,36,0.03675,5.75,11.5,1,C,Z,3,3.5,2.8304884036623053
2100125477,0,4,0,4,0.0,0.0,1.0,0.5,6.0,6,,0.002322,0.3666666666666667,2.2,0,C,Z,4,2.0,0.1788406550558877
2100125800,12,0,0,12,0.0,1.0,0.0,9.25,12.0,1,45,0.0444,6.0,6.0,1,C,Z,12,111.0,3.419692112179765
2100125810,0,8,0,8,0.0,0.0,1.0,0.8541666666666667,6.0,6,,0.00308,0.6666666666666666,4.0,0,C,Z,8,6.833333333333333,0.237221885259317
2100125859,0,2,0,2,0.0,0.0,1.0,0.8333333333333333,6.0,6,180,0.009720000000000001,1.0,6.0,0,C,Z,2,1.6666666666666665,0.7486353002339486
2100125863,0,3,0,3,0.0,0.0,1.0,2.055555555555556,6.0,6,180,0.00729,0.8333333333333334,5.0,0,C,Z,3,6.166666666666667,0.5614764751754614
2100125870,0,1,0,1,0.0,0.0,1.0,1.0,6.0,4,100,0.01989,2.25,9.0,0,C,Z,1,1.0,1.5319296421453947
2100126395,0,3,0,3,0.0,0.0,1.0,2.0833333333333335,6.0,4,144,0.010101,,,1,C,Z,3,6.25,0.7779799555208965
2100126397,0,1,0,1,0.0,0.0,1.0,1.0,6.0,3,126,0.020196,1.3,3.9,0,C,Z,1,1.0,1.555497790486093
2100127352,8,5,0,13,0.0,0.6153846153846154,0.38461538461538464,6.173076923076923,9.692307692307693,4,168,0.0087125,1.375,5.5,0,C,Z,13,80.25,0.6710375569226622
2100127489,0,1,0,1,0.0,0.0,1.0,0.25,6.0,4,120,0.0123525,1.1,4.4,0,C,Z,1,0.25,0.9513906940473096
2100127513,16,0,0,16,0.0,1.0,0.0,3.0625,12.0,1,42,0.03038,6.0,6.0,1,C,Z,16,49.0,2.3398704136941726
2100127800,2,6,0,8,0.0,0.25,0.75,3.34375,7.5,4,96,0.011316,1.75,7.0,0,C,Z,8,26.75,0.87155936805014
2100127801,0,2,0,2,0.0,0.0,1.0,2.375,6.0,4,96,0.011316,1.75,7.0,0,C,Z,2,4.75,0.87155936805014
2100127802,1,6,0,7,0.0,0.14285714285714285,0.8571428571428571,1.3928571428571428,6.857142857142857,4,96,0.011316,1.75,7.0,0,C,Z,7,9.75,0.87155936805014
2100127807,1,0,0,1,0.0,1.0,0.0,25.0,12.0,2,84,0.01767,3.4,6.8,1,C,Z,1,25.0,1.3609450365364064
2100127883,2,4,0,6,0.0,0.3333333333333333,0.6666666666666666,3.7083333333333335,8.0,4,120,0.0129735,1.7,6.8,0,C,Z,6,22.25,0.9992201715622563
2100129888,10,13,0,23,0.0,0.43478260869565216,0.5652173913043478,7.108695652173913,8.608695652173914,4,324,0.006075000000000001,0.75,3.0,0,C,Z,23,163.5,0.46789706264621794
2100129889,4,12,0,16,0.0,0.25,0.75,4.90625,7.5,4,224,0.007595,1.0,4.0,0,C,Z,16,78.5,0.5849676034235431
2100130060,0,1,0,1,0.0,0.0,1.0,1.5,6.0,4,200,0.010311615,1.3,5.2,0,C,Z,1,1.5,0.7942015423273546
2100131478,2,6,0,8,0.0,0.25,0.75,2.5,7.5,4,112,0.014352,2.0,8.0,0,C,Z,8,20.0,1.105392369234324
2100131479,0,3,0,3,0.0,0.0,1.0,1.3333333333333333,6.0,4,112,0.014976,2.0,8.0,0,C,Z,3,4.0,1.1534529070271207
2100131480,0,6,0,6,0.0,0.0,1.0,1.25,6.0,4,112,0.014053,2.0,8.0,0,C,Z,6,7.5,1.0823633615419421
2100131504,4,0,0,4,0.0,1.0,0.0,3.5,12.0,1,100,0.013455,3.0,3.0,0,C,Z,4,14.0,1.0363053461571787
2100131820,0,1,0,1,0.0,0.0,1.0,0.5,6.0,4,252,0.00623875,1.0,4.0,0,C,Z,1,0.5,0.48050910281219616
2100131823,2,0,0,2,0.0,1.0,0.0,2.5,12.0,2,100,0.01856,2.5,5.0,0,C,Z,2,5.0,1.429492918965235
2100131824,1,0,0,1,0.0,1.0,0.0,1.0,12.0,1,40,0.0004186125,,,1,C,Z,1,1.0,0.03224157352049216
2100131958,3,0,0,3,0.0,1.0,0.0,1.3333333333333333,12.0,1,35,0.05664,5.0,5.0,1,C,Z,3,4.0,4.3624180458077
2100131959,2,23,0,25,0.0,0.08,0.92,1.16,6.48,4,160,0.0085,1.5,6.0,0,C,Y,25,29.0,0.6546707872416216
2100131960,9,5,0,14,0.0,0.6428571428571429,0.35714285714285715,2.7857142857142856,9.857142857142858,2,90,0.019024,2.5,5.0,0,C,Z,14,39.0,1.465230241939366
2100131961,8,43,0,51,0.0,0.1568627450980392,0.8431372549019608,1.9901960784313726,6.9411764705882355,4,192,0.009744000000000001,1.25,5.0,0,C,Y,51,101.5,0.7504837824567484
2100131962,7,52,0,59,0.0,0.11864406779661017,0.8813559322033898,1.5635593220338984,6.711864406779661,4,168,0.011319,1.5,6.0,0,C,Y,59,92.25,0.87179042832799
2100131963,8,0,0,8,0.0,1.0,0.0,6.125,12.0,2,70,0.024426,3.0,6.0,0,C,Z,8,49.0,1.8812927822545706
2100131964,5,41,0,46,0.0,0.10869565217391304,0.8913043478260869,2.1340579710144927,6.6521739130434785,6,210,0.0063,1.0,6.0,0,C,Y,46,98.16666666666667,0.4852265834849666
2100131965,1,12,0,13,0.0,0.07692307692307693,0.9230769230769231,2.371794871794872,6.461538461538462,6,252,0.004275,0.8333333333333334,5.0,0,C,Z,13,30.833333333333332,0.32926089593622737
2100132120,4,42,0,46,0.0,0.08695652173913043,0.9130434782608695,1.4293478260869565,6.521739130434782,4,112,0.0118335,1.75,7.0,0,C,Y,46,65.75,0.9114172659792623
2100132581,6,0,0,6,0.0,1.0,0.0,2.6666666666666665,12.0,1,35,0.050986,6.0,6.0,1,C,Z,6,16.0,3.9269464421530964
2100132678,2,3,0,5,0.0,0.4,0.6,1.4,8.4,2,60,0.036,4.5,9.0,1,C,Z,5,7.0,2.772723334199809
2100132742,2,1,0,3,0.0,0.6666666666666666,0.3333333333333333,2.1666666666666665,10.0,2,90,0.01512,2.0,4.0,0,C,Z,3,6.5,1.16454380036392
2100132743,7,6,0,13,0.0,0.5384615384615384,0.46153846153846156,2.3076923076923075,9.23076923076923,2,70,0.0222,3.5,7.0,1,C,Z,13,30.0,1.7098460560898825
2100133030,7,0,0,7,0.0,1.0,0.0,15.0,12.0,1,84,0.023552,3.0,3.0,0,C,Z,7,105.0,1.8139772213076086
2100134583,0,1,0,1,0.0,0.0,1.0,1.0,6.0,2,72,0.0198,4.5,9.0,1,C,Z,1,1.0,1.5249978338098953
2100134676,0,9,0,9,0.0,0.0,1.0,1.1481481481481481,6.0,6,,0.00187,0.5833333333333334,3.5,0,C,Z,9,10.333333333333334,0.14402757319315676
2100136188,7,10,0,17,0.0,0.4117647058823529,0.5882352941176471,5.279411764705882,8.470588235294118,4,320,0.005586000000000001,0.75,3.0,0,C,Z,17,89.75,0.43023423735667043
2100136212,5,36,0,41,0.0,0.12195121951219512,0.8780487804878049,1.8475609756097562,6.731707317073171,4,168,0.010752,1.5,6.0,0,C,Y,41,75.75,0.828120035814343
2100136213,6,44,0,50,0.0,0.12,0.88,1.79,6.720000000000001,4,168,0.012375,1.75,7.0,0,C,Y,50,89.5,0.9531236461311845
2100136214,10,10,0,20,0.0,0.5,0.5,5.525,9.0,2,90,0.029435,2.5,5.0,0,C,Z,20,110.5,2.2670864261714274
2100136215,5,3,0,8,0.0,0.625,0.375,3.375,9.75,2,84,0.021896,2.5,5.0,0,C,Z,8,27.0,1.6864319479344172
2100136216,29,30,0,59,0.0,0.4915254237288136,0.5084745762711864,2.483050847457627,8.949152542372882,2,54,0.0300796875,3.5,7.0,1,C,Y,59,146.5,2.316740317130231
2100136220,39,0,0,39,0.0,1.0,0.0,3.1025641025641026,12.0,1,45,0.03762,,,1,C,Y,39,121.0,2.8974958842388006
2100136221,14,0,1,15,0.06666666666666667,0.9333333333333333,0.0,14.0,19.2,1,36,0.053592,10.0,10.0,2,C,Z,15,210.0,4.127660803512116
2100136645,0,1,0,1,0.0,0.0,1.0,1.0,6.0,2,80,0.015552,2.25,4.5,0,C,Z,1,1.0,1.1978164803743176
2100136851,4,11,0,15,0.0,0.26666666666666666,0.7333333333333333,4.977777777777778,7.6,6,330,0.004661333333333334,0.8333333333333334,5.0,0,C,Z,15,74.66666666666667,0.35901632505046427
2100136853,1,5,0,6,0.0,0.16666666666666666,0.8333333333333334,3.0,7.0,4,192,0.0090045,1.25,5.0,0,C,Z,6,18.0,0.6935274239667273
2100136855,1,3,0,4,0.0,0.25,0.75,3.75,7.5,6,216,0.007695,1.166666666666667,7.0,0,C,Z,4,15.0,0.5926696126852092
2100136883,17,7,0,24,0.0,0.7083333333333334,0.2916666666666667,12.3125,10.25,4,168,0.01056325,1.5,6.0,0,C,Y,24,295.5,0.8135824933329482
2100137895,0,2,0,2,0.0,0.0,1.0,0.5,6.0,4,252,0.0058275,1.0,4.0,0,C,Z,2,1.0,0.44883458972359414
2100139431,11,0,1,12,0.08333333333333333,0.9166666666666666,0.0,41.0,21.0,1,108,0.015028,3.0,3.0,0,C,Z,12,492.0,1.1574579518431871
2100139519,4,0,0,4,0.0,1.0,0.0,14.0,12.0,1,108,0.015028,4.0,4.0,1,C,Z,4,56.0,1.1574579518431871
2100139604,6,0,0,6,0.0,1.0,0.0,22.166666666666668,12.0,1,72,0.009681500000000001,5.0,5.0,1,C,Z,6,133.0,0.7456700266682071
2100139669,5,0,0,5,0.0,1.0,0.0,7.6,12.0,1,90,0.0142375,3.0,3.0,0,C,Z,5,38.0,1.0965735686297162
2100139708,3,0,0,3,0.0,1.0,0.0,9.333333333333334,12.0,1,90,0.0142375,3.0,3.0,0,C,Z,3,28.0,1.0965735686297162
2100140775,11,38,0,49,0.0,0.22448979591836735,0.7755102040816326,4.108843537414965,7.346938775510203,6,396,0.003933,0.6666666666666666,4.0,0,C,Y,49,201.33333333333334,0.30292002426132913
2100140776,8,8,0,16,0.0,0.5,0.5,5.015625,9.0,4,224,0.006900000000000001,1.0,4.0,0,C,Z,16,80.25,0.5314386390549635
2211400867,0,1,0,1,0.0,0.0,1.0,1.0,6.0,2,32,0.041535,5.0,10.0,1,C,Z,1,1.0,3.1990295468330303
2211401176,1,0,0,1,0.0,1.0,0.0,1.0,12.0,1,35,0.03726,6.0,6.0,1,C,Z,1,1.0,2.8697686508968028
2211401312,0,1,0,1,0.0,0.0,1.0,1.0,6.0,2,56,0.031365,5.5,11.0,1,C,Z,1,1.0,2.4157352049215834
2211401354,2,0,0,2,0.0,1.0,0.0,1.0,12.0,1,20,0.07980000000000001,9.0,9.0,2,C,Z,2,2.0,6.146203390809578
3100518418,0,8,0,8,0.0,0.0,1.0,3.604166666666667,6.0,12,2160,0.000468,0.075,0.9,0,C,Z,8,28.833333333333336,0.03604540334459752
3100518419,1,4,0,5,0.0,0.2,0.8,7.45,7.200000000000001,8,720,0.002349,0.225,1.8,0,C,Z,5,37.25,0.18092019755653754
3100518436,0,2,0,2,0.0,0.0,1.0,2.25,6.0,8,840,0.00181125,0.25,2.0,0,C,Z,2,4.5,0.1395026427519279
3100518437,0,7,0,7,0.0,0.0,1.0,3.9642857142857144,6.0,8,1200,0.0013125,0.1625,1.3,0,C,Z,7,27.75,0.10108887155936805
3100518438,0,3,0,3,0.0,0.0,1.0,0.7083333333333334,6.0,8,840,0.00258825,0.25,2.0,0,C,Z,3,2.125,0.19934725471507378
3100518439,2,1,0,3,0.0,0.6666666666666666,0.3333333333333333,7.333333333333333,10.0,6,672,0.00168,0.3,1.8,0,C,Z,3,22.0,0.12939375559599112
3100518440,3,6,0,9,0.0,0.3333333333333333,0.6666666666666666,5.972222222222222,8.0,8,840,0.001449,0.25,2.0,0,C,Z,9,53.75,0.11160211420154233
3110600773,0,1,0,1,0.0,0.0,1.0,4.5,6.0,24,720,0.002416666666666667,0.5625,13.5,0,C,Z,1,4.5,0.186131890490265
3110600774,0,1,0,1,0.0,0.0,1.0,1.0,6.0,16,448,0.00361675,0.75,12.0,0,C,Z,1,1.0,0.27856241997131004
3110600775,0,1,0,1,0.0,0.0,1.0,1.0,6.0,16,448,0.003995,0.925,14.8,0,C,Z,1,1.0,0.30769527000356217
3110600838,0,9,0,9,0.0,0.0,1.0,2.75,6.0,12,1800,0.0007260000000000001,0.08333333333333333,1.0,0,C,Z,9,24.75,0.05591658723969616
4100000722,11,0,0,11,0.0,1.0,0.0,632.7272727272727,12.0,1,,0.06334200000000001,,,1,A,Z,11,6960.0,1.2472826086956523
4100000738,0,0,5,5,1.0,0.0,0.0,624.0,120.0,1,31,0.05819000000000001,7.0,7.0,1,A,Z,5,3120.0,1.1458333333333335
4100000801,1,0,1,2,0.5,0.5,0.0,275.5,66.0,1,30,0.0491855,4.7,4.7,1,C,Z,2,551.0,3.788271765396798
4100000838,0,4,0,4,0.0,0.0,1.0,688.0,6.0,,,,,,1,A,Z,4,2752.0,1.0
4200000013,1,0,0,1,0.0,1.0,0.0,1.0,12.0,1,34,0.051888,3.9,3.9,1,C,Z,1,1.0,3.996418565693325
4200000016,1,0,0,1,0.0,1.0,0.0,1.0,12.0,1,34,0.051888,3.9,3.9,1,C,Z,1,1.0,3.996418565693325
4200000030,1,0,0,1,0.0,1.0,0.0,15.0,12.0,1,48,0.030932,3.0,3.0,0,C,Z,1,15.0,2.3823855048185694
4200000088,51,0,11,62,0.1774193548387097,0.8225806451612904,0.0,9.370967741935484,31.161290322580648,1,12,0.12138,17.8,17.8,2,C,Y,62,581.0,9.348698841810357
4200000156,59,4,10,73,0.136986301369863,0.8082191780821918,0.0547945205479452,25.383561643835616,26.46575342465753,2,40,0.0399,4.4,8.8,1,B,Y,73,1853.0,0.9381171823568136
4200000157,95,0,28,123,0.22764227642276422,0.7723577235772358,0.0,12.203252032520325,36.58536585365854,1,16,0.0928395,11.0,11.0,2,B,X,123,1501.0,2.1828152920154236
4200000161,23,0,1,24,0.041666666666666664,0.9583333333333334,0.0,26.791666666666668,16.5,1,66,0.02484,2.0,2.0,0,C,Y,24,643.0,1.9131791005978684
4200000163,51,0,110,161,0.6832298136645962,0.3167701863354037,0.0,66.56521739130434,85.7888198757764,1,28,0.055016,3.5,3.5,1,A,X,161,10717.0,1.0833333333333333
4200000164,51,0,38,89,0.42696629213483145,0.5730337078651685,0.0,52.57303370786517,58.1123595505618,1,28,0.054855,4.0,4.0,1,A,Y,89,4679.0,1.0801630434782608
4200000223,1,0,0,1,0.0,1.0,0.0,1.0,12.0,1,34,0.046322,4.6,4.6,1,C,Z,1,1.0,3.567724730188988
4200000309,1,0,0,1,0.0,1.0,0.0,21.0,12.0,1,53,0.0323285,3.2,3.2,1,C,Z,1,21.0,2.4899440641577373
4200005352,0,1,0,1,0.0,0.0,1.0,1.0,6.0,4,48,0.0346625,4.125,16.5,1,C,Z,1,1.0,2.669708960325025
4200006855,0,0,1,1,1.0,0.0,0.0,73.0,120.0,4,48,0.036108,4.125,16.5,1,C,Z,1,73.0,2.781041504202409
4200007335,1,0,0,1,0.0,1.0,0.0,1.0,12.0,1,48,0.021049875,2.0,2.0,0,C,Z,1,1.0,1.6212633220691446
4200007356,1,0,0,1,0.0,1.0,0.0,9.0,12.0,1,18,0.09400575,5.6,5.6,1,C,Z,1,9.0,7.240331571498714
4200007832,1,0,0,1,0.0,1.0,0.0,5.0,12.0,1,30,0.055130625,6.0,6.0,1,C,Z,1,5.0,4.246165843514427
4200007858,108,0,102,210,0.4857142857142857,0.5142857142857142,0.0,35.56666666666667,64.45714285714286,1,18,0.1026,4.5,4.5,1,A,X,210,7469.0,2.020321361058601
4200007859,69,0,57,126,0.4523809523809524,0.5476190476190477,0.0,41.54761904761905,60.857142857142854,1,24,0.0675,5.6,5.6,1,A,X,126,5235.0,1.3291587901701323
4200008100,3,0,0,3,0.0,1.0,0.0,1.6666666666666667,12.0,1,24,0.0675,3.9,3.9,1,C,Z,3,5.0,5.198856251624643
4200008101,61,0,70,131,0.5343511450381679,0.46564885496183206,0.0,52.29770992366412,69.70992366412214,1,34,0.047564,4.0,4.0,1,A,X,131,6851.0,0.9365942028985507
4200008102,430,0,84,514,0.16342412451361868,0.8365758754863813,0.0,24.663424124513618,29.64980544747082,1,34,0.050784,4.0,4.0,1,A,X,514,12677.0,1.0
4200008107,93,0,13,106,0.12264150943396226,0.8773584905660378,0.0,14.433962264150944,25.245283018867923,1,34,0.050784,3.9,3.9,1,B,X,106,1530.0,1.1940186212733943
4200008113,59,0,43,102,0.4215686274509804,0.5784313725490197,0.0,42.92156862745098,57.529411764705884,1,30,0.0563558,4.5,4.5,1,A,X,102,4378.0,1.1097156584751102
4200008116,6,0,1,7,0.14285714285714285,0.8571428571428571,0.0,61.42857142857143,27.428571428571427,4,192,0.03056175,3.8,15.2,1,C,Z,7,430.0,2.3538688155272505
4200008117,653,0,13,666,0.01951951951951952,0.9804804804804805,0.0,6.055555555555555,14.108108108108109,1,40,0.041405,3.8,3.8,1,A,X,666,4033.0,0.815315847511027
4200008122,54,0,34,88,0.38636363636363635,0.6136363636363636,0.0,44.72727272727273,53.72727272727272,1,40,0.041405,3.8,3.8,1,A,Y,88,3936.0,0.815315847511027
4200008229,805,0,20,825,0.024242424242424242,0.9757575757575757,0.0,6.797575757575758,14.618181818181817,1,40,0.041405,3.8,3.8,1,A,X,825,5608.0,0.815315847511027
4200008236,2,1,0,3,0.0,0.6666666666666666,0.3333333333333333,11.0,10.0,3,36,0.05041666666666667,3.9,11.7,1,C,Z,3,33.0,3.883096336090011
4200008241,1,0,0,1,0.0,1.0,0.0,1.0,12.0,1,31,0.05651100000000001,6.0,6.0,1,C,Z,1,1.0,4.352482453860151
4200008260,74,0,35,109,0.3211009174311927,0.6788990825688074,0.0,18.706422018348626,46.67889908256881,1,20,0.07327800000000001,5.9,5.9,1,B,X,109,2039.0,1.7228909997178596
4200008262,392,0,11,403,0.02729528535980149,0.9727047146401985,0.0,5.086848635235732,14.94789081885856,1,18,0.090896,3.9,3.9,1,B,X,403,2050.0,2.1371202859023795
4200008264,4,0,0,4,0.0,1.0,0.0,3.75,12.0,1,20,0.07327800000000001,5.9,5.9,1,C,Z,4,15.0,5.643878346763713
4200008267,2,0,0,2,0.0,1.0,0.0,12.5,12.0,2,36,0.051,3.0,6.0,0,C,Z,2,25.0,3.9280247234497296
4200008366,670,0,10,680,0.014705882352941176,0.9852941176470589,0.0,4.173529411764706,13.588235294117649,1,18,0.1045,3.2,3.2,1,A,X,680,2838.0,2.057734719596723
4200008369,2,1,0,3,0.0,0.6666666666666666,0.3333333333333333,11.666666666666666,10.0,2,48,0.05267025,3.0,6.0,0,C,Z,3,35.0,4.056667533142709
4200008371,664,0,18,682,0.026392961876832845,0.9736070381231672,0.0,4.919354838709677,14.850439882697948,1,24,0.0675,4.2,4.2,1,A,X,682,3355.0,1.3291587901701323
4200008372,65,0,51,116,0.4396551724137931,0.5603448275862069,0.0,31.939655172413794,59.48275862068966,1,18,0.1026,3.2,3.2,1,A,X,116,3705.0,2.020321361058601
4200008695,28,0,8,36,0.2222222222222222,0.7777777777777778,0.0,61.25,36.0,5,60,0.0311355,4.0,20.0,1,B,Y,36,2205.0,0.7320488103075331
4200008734,33,0,5,38,0.13157894736842105,0.868421052631579,0.0,27.31578947368421,26.210526315789473,4,48,0.0346625,3.875,15.5,1,B,Y,38,1038.0,0.8149746073544625
4200008735,29,2,6,37,0.16216216216216217,0.7837837837837838,0.05405405405405406,21.83783783783784,29.189189189189186,4,48,0.0346625,3.875,15.5,1,B,Y,37,808.0,0.8149746073544625
4200008736,38,1,18,57,0.3157894736842105,0.6666666666666666,0.017543859649122806,44.59649122807018,46.0,4,48,0.03056175,3.5,14.0,1,A,Y,57,2542.0,0.6017987948960302
4200008737,50,0,27,77,0.35064935064935066,0.6493506493506493,0.0,58.23376623376623,49.87012987012987,4,48,0.03056175,3.5,14.0,1,A,Y,77,4484.0,0.6017987948960302
4200008999,78,7,85,170,0.5,0.4588235294117647,0.041176470588235294,54.93333333333333,65.75294117647059,3,36,0.04675000000000001,5.0,15.0,1,A,X,170,9338.666666666666,0.9205655324511658
4200009000,80,0,70,150,0.4666666666666667,0.5333333333333333,0.0,90.2,62.4,3,36,0.04675000000000001,5.0,15.0,1,A,X,150,13530.0,0.9205655324511658
4200009001,107,2,38,147,0.2585034013605442,0.7278911564625851,0.013605442176870748,36.326530612244895,39.83673469387755,2,48,0.03750000000000001,4.0,8.0,1,A,X,147,5340.0,0.7384215500945182
4200009002,84,10,19,113,0.168141592920354,0.7433628318584071,0.08849557522123894,26.495575221238937,29.628318584070797,2,48,0.03750000000000001,4.0,8.0,1,A,X,113,2994.0,0.7384215500945182
4200009004,48,0,22,70,0.3142857142857143,0.6857142857142857,0.0,29.228571428571428,45.94285714285714,2,36,0.04845,5.25,10.5,1,B,Y,70,2046.0,1.139142292861845
4200009005,53,2,22,77,0.2857142857142857,0.6883116883116883,0.025974025974025976,25.681818181818183,42.701298701298704,2,36,0.04845,5.25,10.5,1,B,Y,77,1977.5,1.139142292861845
4200009006,55,4,5,64,0.078125,0.859375,0.0625,21.125,20.0625,5,60,0.03025,4.4,22.0,1,B,Y,64,1352.0,0.7112291921376845
4200009007,45,4,7,56,0.125,0.8035714285714286,0.07142857142857142,32.46785714285714,25.07142857142857,5,60,0.03025,4.4,22.0,1,B,Y,56,1818.2,0.7112291921376845
4200009008,33,0,38,71,0.5352112676056338,0.4647887323943662,0.0,23.859154929577464,69.80281690140845,1,18,0.10659,5.0,5.0,1,B,Y,71,1694.0,2.5061130442960593
4200009009,23,0,18,41,0.43902439024390244,0.5609756097560976,0.0,17.5609756097561,59.41463414634146,1,18,0.10659,5.0,5.0,1,C,Y,41,720.0,8.209571672009936
4200009010,36,6,8,50,0.16,0.72,0.12,35.32,28.56,5,60,0.03025,4.8,24.0,1,B,Y,50,1766.0,0.7112291921376845
4200009017,3,0,1,4,0.25,0.75,0.0,22.5,39.0,3,36,0.05192916666666667,5.600000000000001,16.8,1,C,Z,4,90.0,3.9995892261727115
4200009018,14,8,2,24,0.08333333333333333,0.5833333333333334,0.3333333333333333,16.208333333333332,19.0,3,36,0.05192916666666667,5.333333333333333,16.0,1,C,Y,24,389.0,3.9995892261727115
4200009019,59,5,11,75,0.14666666666666667,0.7866666666666666,0.06666666666666667,16.8,27.439999999999998,3,36,0.05142500000000001,5.399999999999999,16.2,1,B,Y,75,1260.0,1.209089626634064
4200009020,3,0,1,4,0.25,0.75,0.0,14.5,39.0,1,18,0.1026,4.5,4.5,1,C,Z,4,58.0,7.9022615024694565
4200009021,46,3,3,52,0.057692307692307696,0.8846153846153846,0.057692307692307696,14.211538461538462,17.884615384615387,2,48,0.03750000000000001,4.0,8.0,1,C,Y,52,739.0,2.888253473124802
4200009022,43,0,9,52,0.17307692307692307,0.8269230769230769,0.0,19.25,30.692307692307693,1,40,0.041405,3.8,3.8,1,B,Y,52,1001.0,0.9735023041474654
4200009023,67,0,25,92,0.2717391304347826,0.7282608695652174,0.0,31.945652173913043,41.34782608695652,1,40,0.041405,3.8,3.8,1,A,X,92,2939.0,0.815315847511027
4200009024,20,0,0,20,0.0,1.0,0.0,13.35,12.0,1,40,0.041405,3.8,3.8,1,C,Z,20,267.0,3.1890169347928636
4200009163,37,0,230,267,0.8614232209737828,0.13857677902621723,0.0,202.87265917602997,105.03370786516854,1,24,0.0675,4.5,4.5,1,A,X,267,54167.0,1.3291587901701323
4200009226,3,0,24,27,0.8888888888888888,0.1111111111111111,0.0,99.5925925925926,107.99999999999999,1,18,0.06373675000000001,3.8,3.8,1,A,Y,27,2689.0,1.2550557262129807
4200009232,7,0,0,7,0.0,1.0,0.0,8.714285714285714,12.0,1,34,0.046552,3.8,3.8,1,C,Z,7,61.0,3.5854393514908205
4200009238,0,1,0,1,0.0,0.0,1.0,300.0,6.0,,,,,,1,C,Z,1,300.0,1.0
4200009294,0,0,1,1,1.0,0.0,0.0,921.0,120.0,3,36,0.04675000000000001,5.0,15.0,1,B,Z,1,921.0,1.099172387849149
4200009377,71,0,1,72,0.013888888888888888,0.9861111111111112,0.0,5.958333333333333,13.5,1,30,0.0540225,3.9,3.9,1,C,Y,72,429.0,4.160817953383589
4200009378,31,4,0,35,0.0,0.8857142857142857,0.11428571428571428,12.285714285714286,11.314285714285713,3,36,0.05192916666666667,5.600000000000001,16.8,1,C,Y,35,430.0,3.9995892261727115
4200009379,20,0,12,32,0.375,0.625,0.0,22.5625,52.5,1,18,0.1026,5.0,5.0,1,C,Y,32,722.0,7.9022615024694565
4200009380,120,0,11,131,0.08396946564885496,0.916030534351145,0.0,10.938931297709924,21.068702290076338,1,24,0.0675,5.6,5.6,1,B,X,131,1433.0,1.5870403460923541
4200009381,77,0,3,80,0.0375,0.9625,0.0,5.475,16.05,1,18,0.095,5.0,5.0,1,C,Y,80,438.0,7.31690879858283
4200009382,40,0,87,127,0.6850393700787402,0.31496062992125984,0.0,41.36220472440945,85.98425196850393,1,18,0.095,5.0,5.0,1,A,X,127,5253.0,1.8706679269061122
4200009453,104,0,33,137,0.24087591240875914,0.7591240875912408,0.0,11.81021897810219,38.01459854014598,1,18,0.07327800000000001,7.0,7.0,1,B,X,137,1618.0,1.7228909997178596
4200009617,56,11,13,80,0.1625,0.7,0.1375,19.3375,28.724999999999998,3,36,0.05192916666666667,5.600000000000001,16.8,1,B,Y,80,1547.0,1.2209434465030253
4200009618,37,16,13,66,0.19696969696969696,0.5606060606060606,0.24242424242424243,18.393939393939394,31.818181818181817,3,36,0.05192916666666667,5.600000000000001,16.8,1,B,Y,66,1214.0,1.2209434465030253
4200009619,23,0,5,28,0.17857142857142858,0.8214285714285714,0.0,20.0,31.28571428571429,3,36,0.05041666666666667,5.399999999999999,16.2,1,C,Y,28,560.0,3.883096336090011
4200009620,37,0,31,68,0.45588235294117646,0.5441176470588235,0.0,29.926470588235293,61.23529411764706,1,18,0.1026,4.5,4.5,1,B,Y,68,2035.0,2.412301326060378
4200009621,0,48,0,48,0.0,0.0,1.0,28.291666666666668,6.0,,,,,,1,B,Y,48,1358.0,1.0
4200009622,20,0,5,25,0.2,0.8,0.0,29.44,33.6,2,42,0.03750000000000001,4.0,8.0,1,C,Y,25,736.0,2.888253473124802
4200009623,12,0,1,13,0.07692307692307693,0.9230769230769231,0.0,8.923076923076923,20.307692307692307,1,30,0.046552,7.0,7.0,1,C,Z,13,116.0,3.5854393514908205
