q11_start_date,q11_end_date,q11_document_types,q11_keep_missing_sku_master,q11_variability_grain,q11_variability_period_start,q11_variability_period_end,abc_a_threshold,abc_b_threshold,fast_moving_abc_frequency,winsorize_limits
2025-06-01,2025-12-31,"A/R INVOICE,INVENTORY TRANSFERS,GOODS ISSUE,STOCK COUNT,A/P CREDIT MEMO",1,monthly,2025-06-01,2025-12-31,0.7,0.9,A,None
