sku_code,sap_code,sap_code_2,updated_date,sku_row_no,type,com_code,product_name,unit,category,pcs_per_carton,carton_length_mm,carton_width_mm,carton_height_mm,pcs_per_pallet,cartons_per_layer,layers_per_pallet,loose_pcs_per_pallet,volume_m3,carton_volume_from_dims_m3,cbm_incl_flap_m3,pcs_weight_kg,carton_weight_kg,pallet_base_pcs_capacity,weight_conflict_flag,imputation_notes
4200005876,4200005876,4200005876,2020-05-22,326,Fan,D16023-BV1,Quạt đứng ASIAvina - D16023-BV1 - Xanh lam,CÁI,Fan,1,690,230,460,21,6,3,3,,0.073002,0.07300200000000001,5.5,5.5,18,0,
4200005877,4200005877,4200005877,2020-05-22,327,Fan,D16023-DV0,Quạt đứng ASIAvina - D16023-DV0 - đen,CÁI,Fan,1,460,230,690,21,6,3,3,,0.073002,0.07300200000000001,,,18,0,
4200005878,4200005878,4200005878,2020-05-22,328,Fan,L16022-GV0,Quạt treo ASIAvina - L16022-GV0 - chuối non(Xtra RC),CÁI,Fan,1,460,200,460,34,10,3,4,,0.04232,0.04232,3.8,3.8,30,0,
4200005879,4200005879,4200005879,2020-05-22,329,Fan,L16022-BV1,Quạt treo ASIAvina - L16022-BV1 - Xanh lam,CÁI,Fan,1,460,200,460,34,10,3,4,,0.04232,0.04232,3.8,3.8,30,0,
4200005962,4200005962,4200005962,2020-05-22,330,Fan,L18004-DS1,Quạt treo SERENDI - L18004-DS1 - đen,CÁI,Fan,1,500,195,495,40,12,3,4,,0.0482625,0.0482625,,,36,0,
4200005964,4200005964,4200005964,2020-05-22,331,Fan,D18003-DS2,Quạt đứng SERENDIB - D18003-DS2 - đen,CÁI,Fan,1,495,220,490,30,10,3,0,,0.053361,0.05336100000000001,,,30,0,
4200005972,4200005972,4200005972,2020-05-22,332,Fan,D16024-DV0,Quạt đứng ASIAvina - D16024-DV0 - đen,CÁI,Fan,1,820,210,465,20,6,3,2,,0.080073,0.080073,7.0,7.0,18,0,
4200005973,4200005973,4200005973,2020-05-22,333,Fan,L16023-DV0,Quạt treo ASIAvina - L16023-DV0 - đen (Mosquito Shield),CÁI,Fan,1,500,200,455,34,10,3,4,,0.0455,0.04550000000000001,3.8,3.8,30,0,
4200006020,4200006020,4200006020,2020-05-22,334,Fan,VF6410-71,Quạt đứng Tefal - VF6410-71 - trắng,CÁI,Fan,1,590,215,456,31,9,3,4,,0.0578436,0.0578436,,,27,0,
4200006036,4200006036,4200006036,2020-05-22,335,Fan,D16018-BZ0,Quạt đứng ASIAvina - D16018-BZ0 - xanh coban,CÁI,Fan,1,460,210,580,28,10,2,8,,0.056028,0.056028,,,20,0,
4200006124,4200006124,4200006124,2020-05-22,336,Fan,A16008-XZ0,Quạt lửng ASIAvina - A16008-XZ0 - xám,CÁI,Fan,1,470,220,460,34,10,3,4,,0.047564,0.047564,3.2,3.2,30,0,
4200006145,4200006145,4200006145,2020-05-22,337,Fan,VF3660-71,Quạt lửng Tefal - VF3660-71 - trắng,CÁI,Fan,1,760,210,460,20,6,3,2,,0.073416,0.07341600000000001,5.5,5.5,18,0,
4200006146,4200006146,4200006146,2020-05-22,338,Fan,VF3670-71,Quạt treo Tefal - VF3670-71 - trắng,CÁI,Fan,1,500,210,460,34,10,3,4,,0.0483,0.0483,,,30,0,
4200006147,4200006147,4200006147,2020-05-22,339,Fan,VF3680-71,Quạt đứng Tefal - VF3680-71 - trắng,CÁI,Fan,1,600,220,460,31,9,3,4,,0.06072,0.06072,5.5,5.5,27,0,
4200006158,4200006158,4200006158,2020-05-22,340,Fan,D16025-BV1,Quạt đứng ASIAvina - D16025-BV1 - xanh lam,CÁI,Fan,1,590,230,455,28,8,3,4,,0.0617435,0.06174350000000001,4.5,4.5,24,0,
4200006159,4200006159,4200006159,2020-05-22,341,Fan,D16025-GV0,Quạt đứng ASIAvina - D16025-GV0 - chuối non,CÁI,Fan,1,590,230,455,28,8,3,4,,0.0617435,0.06174350000000001,4.5,4.5,24,0,
4200006160,4200006160,4200006160,2020-05-22,342,Fan,A16021-DV0,Quạt lửng ASIAvina - A16021-DV0 - đen,CÁI,Fan,1,540,230,460,31,9,3,4,,0.057132,0.057132,4.3,4.3,27,0,
4200006161,4200006161,4200006161,2020-05-22,343,Fan,D16026-DV0,Quạt đứng ASIAvina - D16026-DV0 - đen,CÁI,Fan,1,690,230,460,21,6,3,3,,0.073002,0.07300200000000001,5.2,5.2,18,0,
4200006162,4200006162,4200006162,2020-05-22,344,Fan,D16022-DV0,Quạt đứng ASIAvina - D16022-DV0 - đen,CÁI,Fan,1,690,230,460,21,6,3,3,,0.073002,0.07300200000000001,5.0,5.0,18,0,
4200006163,4200006163,4200006163,2020-05-22,345,Fan,A16020-DV0,Quạt lửng ASIAvina - A16020-DV0 - đen,CÁI,Fan,1,540,230,460,31,9,3,4,,0.057132,0.057132,4.2,4.2,27,0,
4200006211,4200006211,4200006211,2020-05-22,346,Fan,L16021-DV0,Quạt treo ASIAvina - L16021-DV0 - đen (Xtra),CÁI,Fan,1,460,200,460,34,10,3,4,,0.04232,0.04232,3.8,3.8,30,0,
4200006212,4200006212,4200006212,2020-05-22,347,Fan,L16022-DV0,Quạt treo ASIAvina - L16022-DV0 - đen (Xtra RC),CÁI,Fan,1,460,200,460,34,10,3,4,,0.04232,0.04232,3.8,3.8,30,0,
4200006471,4200006471,4200006471,2020-05-22,348,Fan,D16018-BZ1,Quạt đứng ASIAvina - D16018-BZ1 - xanh lam,CÁI,Fan,1,460,210,580,28,10,2,8,,0.056028,0.056028,,,20,0,
4200006547,4200006547,4200006547,2020-05-22,349,Fan,A16008-DS0,Quạt lửng SERENDIB - A16008-DS0 - đen,CÁI,Fan,1,470,220,460,34,,,0,,0.047564,0.047564,,,,0,
4200006599,4200006599,4200006599,2020-05-22,350,Fan,B12005-XZ0,Quạt bàn ASIAvina - B12005-XZ0 - xám,CÁI,Fan,4,600,500,360,48,4,3,0,,0.108,0.027,,,48,0,
4200006852,4200006852,4200006852,2020-05-22,351,Fan,D16027-XV0,Quạt đứng ASIAvina - D16027-XV0 - xám,CÁI,Fan,1,545,230,455,31,9,3,4,,0.05703425,0.05703425,6.0,6.0,27,0,
4200006853,4200006853,4200006853,2020-05-22,352,Fan,D16028-XV0,Quạt đứng ASIAvina - D16028-XV0 - xám,CÁI,Fan,1,545,230,454,31,9,3,4,,0.0569089,0.05690890000000001,7.0,7.0,27,0,
4200006854,4200006854,4200006854,2020-05-22,353,Fan,A16008-DV2,Quạt lửng ASIAvina - A16008-DV2 - đen,CÁI,Fan,4,560,505,460,48,4,3,0,,0.130088,0.032522,3.5,14.0,48,0,
4200006855,4200006855,4200006855,2020-05-22,354,Fan,A16018-XV0,Quạt lửng ASIAvina - A16018-XV0 - xám,CÁI,Fan,4,590,510,480,48,4,3,0,,0.144432,0.036108,4.125,16.5,48,0,
4200006856,4200006856,4200006856,2020-05-22,355,Fan,A16019-XV0,Quạt lửng ASIAvina - A16019-XV0 - xám,CÁI,Fan,1,460,240,460,34,10,3,4,,0.050784,0.050784,3.9,3.9,30,0,
4200006857,4200006857,4200006857,2020-05-22,356,Fan,A16020-XV0,Quạt lửng ASIAvina - A16020-XV0 - xám,CÁI,Fan,1,540,230,460,31,9,3,4,,0.057132,0.057132,4.3,4.3,27,0,
4200006858,4200006858,4200006858,2020-05-22,357,Fan,A16021-XV0,Quạt lửng ASIAvina - A16021-XV0 - xám,CÁI,Fan,1,540,230,460,31,9,3,4,,0.057132,0.057132,4.3,4.3,27,0,
4200006859,4200006859,4200006859,2020-05-22,358,Fan,B12001-XV0,Quạt bàn ASIAvina - B12001-XV0 - xám,CÁI,Fan,1,440,190,375,48,12,4,0,,0.03135,0.03135,3.0,3.0,48,0,
4200006860,4200006860,4200006860,2020-05-22,359,Fan,B16001-XV1,Quạt bàn ASIAvina - B16001-XV1 - xám,CÁI,Fan,1,450,190,455,40,12,3,4,,0.0389025,0.0389025,3.6,3.6,36,0,
4200006861,4200006861,4200006861,2020-05-22,360,Fan,D16021-XV0,Quạt đứng ASIAvina - D16021-XV0 - xám,CÁI,Fan,1,590,230,455,28,8,3,4,,0.0617435,0.06174350000000001,4.4,4.4,24,0,
4200006862,4200006862,4200006862,2020-05-22,361,Fan,D16025-XV0,Quạt đứng ASIAvina - D16025-XV0 - xám,CÁI,Fan,1,590,235,460,28,8,3,4,,0.063779,0.063779,4.5,4.5,24,0,
4200006863,4200006863,4200006863,2020-05-22,362,Fan,D16026-XV0,Quạt đứng ASIAvina - D16026-XV0 - xám,CÁI,Fan,1,690,230,460,30,9,3,3,,0.073002,0.07300200000000001,5.2,5.2,27,0,
4200006864,4200006864,4200006864,2020-05-22,363,Fan,D18001-DV1,Quạt đứng ASIAvina - D18001-DV1 - đen,CÁI,Fan,1,495,225,490,30,,,0,,0.05457375,0.05457375,,,,0,
4200006865,4200006865,4200006865,2020-05-22,364,Fan,L16018-XV0,Quạt treo ASIAvina - L16018-XV0 - xám,CÁI,Fan,4,510,510,470,48,4,3,0,,0.122247,0.03056175,3.5,14.0,48,0,
4200006866,4200006866,4200006866,2020-05-22,365,Fan,L16019-XV0,Quạt treo ASIAvina - L16019-XV0 - xám,CÁI,Fan,1,455,200,455,40,12,3,4,,0.041405,0.041405,3.8,3.8,36,0,
4200006867,4200006867,4200006867,2020-05-22,366,Fan,L16021-XV0,Quạt treo ASIAvina - L16021-XV0 - xám,CÁI,Fan,1,460,200,460,34,10,3,4,,0.04232,0.04232,3.8,3.8,30,0,
4200006868,4200006868,4200006868,2020-05-22,367,Fan,L16022-XV0,Quạt treo ASIAvina - L16022-XV0 - xám,CÁI,Fan,1,455,200,455,34,10,3,4,,0.041405,0.041405,3.8,3.8,30,0,
4200006869,4200006869,4200006869,2020-05-22,368,Fan,L18002-DV3,Quạt treo ASIAvina - L18002-DV3 - đen,CÁI,Fan,5,550,550,500,60,4,3,0,,0.15125,0.03025,3.64,18.2,60,0,
4200006870,4200006870,4200006870,2020-05-22,369,Fan,D16027-TV0,Quạt đứng ASIAvina - D16027-TV0 - trắng,CÁI,Fan,1,545,230,455,31,9,3,4,,0.05703425,0.05703425,6.0,6.0,27,0,
4200006871,4200006871,4200006871,2020-05-22,370,Fan,D18004-XV1,Quạt đứng ASIAvina - D18004-XV1 - xám,CÁI,Fan,1,495,225,490,30,10,3,0,,0.05457375,0.05457375,6.0,6.0,30,0,
4200006872,4200006872,4200006872,2020-05-22,371,Fan,L16018-TV0,Quạt treo ASIAvina - L16018-TV0 - trắng,CÁI,Fan,1,460,200,460,40,12,3,4,,0.04232,0.04232,3.5,3.5,36,0,
4200006969,4200006969,4200006969,2020-05-22,372,Fan,D16028-TV0,Quạt đứng ASIAvina - D16028-TV0 - trắng,CÁI,Fan,1,545,230,455,31,9,3,4,,0.05703425,0.05703425,7.0,7.0,27,0,
4200006982,4200006982,4200006982,2020-05-22,373,Fan,A16008-DZ1,Quạt lửng Asiavina - A16008-DZ1 - đen,CÁI,Fan,1,470,220,460,34,,,0,,0.047564,0.047564,3.2,3.2,,0,
4200006996,4200006996,4200006996,2020-05-22,374,Fan,A16009-XZ1,Quạt lửng ASIAvina - A16009-XZ1 - xám,CÁI,Fan,1,470,220,460,34,,,0,,0.047564,0.047564,,,,0,
4200007010,4200007010,4200007010,2020-05-22,375,Fan,D18001-XV1,Quạt đứng ASIAvina - D18001-XV1 - xám,CÁI,Fan,1,495,225,490,30,10,3,0,,0.05457375,0.05457375,6.0,6.0,30,0,
4200007017,4200007017,4200007017,2020-05-22,376,Fan,A16008-DZ2,Quạt lửng ASIAvina - A16008-DZ2 - đen,CÁI,Fan,1,470,220,460,34,,,0,,0.047564,0.047564,,,,0,
4200007024,4200007024,4200007024,2020-05-22,377,Fan,D20002-DZ0,Quạt đứng ASIAvina - D20002-DZ0 - đen,CÁI,Fan,1,550,220,555,22,,,0,,0.067155,0.067155,,,,0,
4100000490,4100000490,4100000490,2020-05-22,378,SDA,W300003-037,Motor B3.5V2 - MS03 - S4U1G0 (TS40),CÁI,SDA,20,570,270,185,800,,,0,,0.0284715,0.003157894736842105,1.14,22.8,,0,
1830005215,1830005215,1830005215,2020-05-22,379,SDA,FV1320E1,Bàn ủi hơi nước Tefal - FV1320E1,CÁI,SDA,6,400,300,300,48,,,0,,0.036,0.006000000000000001,1.283333333333333,7.7,,0,
1830006029,1830006029,1830006029,2020-05-22,380,SDA,FS2920L0,Bàn ủi khô Tefal- FS2920L0,CÁI,SDA,6,380,310,270,300,,,0,,0.031806,0.005301,0.917,5.5,,1,
1830006116,1830006116,1830006116,2020-05-22,381,SDA,FS2610L0,Bàn ủi khô - TEFAL - FS2610L0,CÁI,SDA,6,370,300,315,300,,,0,,0.034965,0.0058275,0.908,5.45,,1,
1830006120,1830006120,1830006120,2020-05-22,382,SDA,FV1026L0,Bàn ủi hơi nước - FV1026L0,CÁI,SDA,6,380,295,310,300,,,0,,0.034751,0.005791833333333334,1.053,6.32,,1,
1830006142,1830006142,1830006142,2020-05-22,383,SDA,FS2620L0,Bàn ủi khô Tefal- FS2620L0,CÁI,SDA,6,380,290,310,300,,,0,,0.034162,0.005693666666666667,1.3,7.8,,0,
1830006595,1830006595,1830006595,2020-05-22,384,SDA,DT7000E0,Bàn ủi hơi nước cầm tay Tefal DT7000E0,CÁI,SDA,6,450,430,350,96,,,0,,0.067725,0.0112875,1.1,6.600000000000001,,0,
1830006603,1830006603,1830006603,2020-05-22,385,SDA,FV1721L0,Bàn ủi hơi nước - TEFAL - FV1721L0,CÁI,SDA,6,410,300,330,240,,,0,,0.04059,0.006765,1.283,7.7,,1,
1830006846,1830006846,1830006846,2020-05-22,386,SDA,FV3951E0,Bàn ủi hơi nước - TEFAL - FV3951E0,CÁI,SDA,6,430,350,370,144,,,0,,0.055685,0.009280833333333334,1.607,9.64,,1,
1830006854,1830006854,1830006854,2020-05-22,387,SDA,FV3965E0,Bàn ủi hơi nước - TEFAL - FV3965E0,CÁI,SDA,6,440,355,370,144,,,0,,0.057794,0.009632333333333335,1.607,9.64,,1,
7211002386,7211002386,7211002386,2020-05-22,388,SDA,BL309166,"Máy xay sinh tố Tefal,  BL309166 ,550W, cối nhựa 1,5L",CÁI,SDA,3,600,350,305,90,,,0,,0.06405,0.02135,2.91,8.73,,0,
7211002429,7211002429,7211002429,2020-05-22,389,SDA,BL30A165,"Máy xay sinh tố Tefal,  BL30A165 ,400W, cối nhựa 1,5L & cối phụ",CÁI,SDA,2,490,405,320,60,,,0,,0.063504,0.031752,,,,0,
7211003058,7211003058,7211003058,2020-05-22,390,SDA,RK601165,Nồi cơm điện Fuzzy Tefal RK601165,CÁI,SDA,1,410,345,275,48,,,0,,0.03889875,0.03889875,,,,0,
7211003215,7211003215,7211003215,2020-05-22,391,SDA,50YB13VN-RD,Nồi cơm điện CFXB50YB13VN-RD-50,CÁI,SDA,4,717,367,684,36,,,0,,0.179987076,0.04499676900000001,4.585,18.34,,0,
7211003216,7211003216,7211003216,2020-05-22,392,SDA,50YB13VN-CF,Nồi cơm điện CFXB50YB13VN-CF-50,CÁI,SDA,4,717,367,684,36,,,0,,0.179987076,0.04499676900000001,4.775,19.1,,0,
7211003278,7211003278,7211003278,2020-05-22,393,SDA,50YB19VN-GR,Nồi cơm điện - CFXB50YB19VN-GR-50,CÁI,SDA,4,621,320,656,56,,,0,,0.13036032,0.03259008,4.12,16.48,,0,
7211003293,7211003293,7211003293,2020-05-22,394,SDA,RK604165,Nồi cơm điện IH Tefal RK604165,CÁI,SDA,1,420,320,285,48,,,0,,0.038304,0.038304,5.45,5.45,,0,
7211003299,7211003299,7211003299,2020-05-22,395,SDA,HFK26EVN-130,Nồi lẩu điện HFK26EVN-130,CÁI,SDA,6,564,364,737,72,,,0,,0.151303152,0.025217192,3.0,18.0,,0,
7211003300,7211003300,7211003300,2020-05-22,396,SDA,H30FK802VN-136,Nồi lẩu điện H30FK802VN-136,CÁI,SDA,5,776,459,367,75,,,0,,0.130719528,0.0261439056,3.16,15.8,,0,
7211003301,7211003301,7211003301,2020-05-22,397,SDA,SDHCB11TVN-YL,Bếp điện từ SDHCB11TVN-YL-210,CÁI,SDA,6,508,343,448,168,,,0,,0.078061312,0.01301021866666667,2.75,16.5,,0,
7211003302,7211003302,7211003302,2020-05-22,398,SDA,SDHCB11TVN-GR,Bếp điện từ SDHCB11TVN-GR-210,CÁI,SDA,6,508,343,448,168,,,0,,0.078061312,0.01301021866666667,2.75,16.5,,0,
7211003444,7211003444,7211003444,2020-05-22,399,SDA,KI820565,Bình đun siêu tốc Tefal - Theia Control KI820565,CÁI,SDA,3,700,245,360,90,,,0,,0.06174,0.02058,2.118,6.354,,0,
7211003668,7211003668,7211003668,2020-05-22,400,SDA,SRC819VN,Nồi cơm điện Supor SRC819VN 1.8L – 700W,CÁI,SDA,4,655,335,658,36,,,0,,0.14438165,0.0360954125,3.75,15.0,,0,
7212000157,7212000157,7212000157,2020-05-22,401,SDA,16YB3VN-36,Nồi cơm điện Mini 0.8L CFXB16YB3VN-36,CÁI,SDA,4,538,279,599,72,6,3,0,,0.089911098,0.0224777745,2.8,11.2,72,0,
7212000170,7212000170,7212000170,2020-05-22,402,SDA,50YA10VN-100,Nồi áp suất điện tử New delicious CYYB50YA10VN-100,CÁI,SDA,2,652,335,516,28,4,3,2,,0.11270472,0.05635236,6.8,13.6,24,0,
7212000220,7212000220,7212000220,2020-05-22,403,SDA,50YA310VN,Nồi áp suất điện New Delicious 5.0L SPC50YA310VN,CÁI,SDA,2,652,335,357,40,4,5,0,,0.07797594,0.03898797,5.8,11.6,40,0,
7212000233,7212000233,7212000233,2020-05-22,404,SDA,50FC33VN-75,"Nồi cơm điện tử thông minh Niêu 
1.8L CFXB50FC33VN-75",CÁI,SDA,4,639,433,595,48,4,3,0,,0.164628765,0.04115719125,5.0,20.0,48,0,
7212000236,7212000236,7212000236,2020-05-22,405,SDA,50FC29VN-75,"Nồi cơm điện tử thông minh Ceramic Pot
1.8L CFXB50FC29VN-75",CÁI,SDA,4,639,433,562,48,,,0,,0.155498094,0.0388745235,4.56,18.24,,0,
7212000238,7212000238,7212000238,2020-05-22,406,SDA,50YC10DVN-100,Nồi áp suất điện/CYSB50YC10DVN-100/Việt Nam/,CÁI,SDA,2,645,338,496,24,,,0,,0.10813296,0.05406648,7.2,14.4,,0,
7212000239,7212000239,7212000239,2020-05-22,407,SDA,15S06AVN,Bình đun siêu tốc hai lớp SWF15S06AVN 1.5L,CÁI,SDA,8,415,365,478,176,6,3,4,,0.07240505,0.00905063125,1.25,10.0,144,0,
7212000240,7212000240,7212000240,2020-05-22,408,SDA,17S18AVN,Ấm điện/SWF17S18AVN/VN/,CÁI,SDA,8,435,370,490,176,6,3,4,,0.0788655,0.0098581875,1.375,11.0,144,0,
7212000245,7212000245,7212000245,2020-05-22,409,SDA,50YB13VN-50,Nồi cơm điện Niêu CFXB50YB13VN-50,CÁI,SDA,4,717,367,684,36,,,0,,0.179987076,0.04499676900000001,4.775,19.1,,0,
7212000246,7212000246,7212000246,2020-05-22,410,SDA,520QVN-100,"Nồi áp suất điện thông minh Niêu
CYSB50YC520QVN-100 5L",CÁI,SDA,2,695,355,395,32,4,4,0,,0.097456375,0.04872818750000001,6.75,13.5,32,0,
7212000254,7212000254,7212000254,2020-05-22,411,SDA,CB36VN,Bếp điện từ C21-SDHCB36VN,CÁI,SDA,6,508,343,448,168,7,4,0,,0.078061312,0.01301021866666667,2.75,16.5,168,0,
7212000261,7212000261,7212000261,2020-05-22,412,SDA,40FC33VN-75,Nồi cơm điện /CFXB40FC33VN-75/Việt Nam,CÁI,SDA,4,639,433,543,48,4,3,0,,0.150241041,0.03756026025,4.5,18.0,48,0,
7212000262,7212000262,7212000262,2020-05-22,413,SDA,17S20AVN,ấm điện đa năng hiệu Supor/'17S20A,CÁI,SDA,8,415,375,599,144,,,0,,0.093219375,0.011652421875,,,,0,
7212000263,7212000263,7212000263,2020-05-22,414,SDA,50HC12VN-120,Nồi cơm điện từ  IH Niêu 1.8L CFXB50HC12VN-120,CÁI,SDA,2,673,465,308,30,,,0,,0.09638706,0.04819353000000001,6.94,13.88,,0,
8010000563,8010000563,8010000563,2020-05-22,415,SDA,BL2A0166,Máy xay sinh tố Tefal - Blendeo - BL2A0166,CÁI,SDA,4,380,380,400,48,,,0,,0.05776,0.01444,1.785,7.14,,0,
4200005540,4200005540,4200005540,2020-05-22,416,CW,S30A26,Nồi canh oxy hóa mềm S30A26,CÁI,CW,4,,,,120,,,0,,,0.0211185,,,,0,
7115900326,7115900326,7115900326,2020-05-22,417,CW,F09A20,Chảo chống dính Everyway F09A-20cm,CÁI,CW,10,,,,540,,,0,,,0.0037,0.5900000000000001,5.9,,0,
7212000256,7212000256,7212000256,2020-05-22,418,SDA,18S09AVN,Ấm điện/SWF18S09AVN,CÁI,SDA,8,,,,112,,,0,,,0.014801623375,1.625,13.0,,0,
7114900002,7114900002,7114900002,2020-05-22,419,CW,YG22,Nồi áp suất  hai tay cầm oxy hóa mềm YG22-22cm,CÁI,CW,6,,,,54,,,0,,,0.0268125,3.4,20.4,,0,
7114900046,7114900046,7114900046,2020-05-22,420,CW,YH24N1IH,Nồi áp suất Safety YH24N1IH/24cm (dùng được trên bếp điện từ),CÁI,CW,4,,,,48,,,0,,,0.037382625,,,,0,
7115900481,7115900481,7115900481,2020-05-22,421,CW,F17A22IH,Chảo chống dính báo nhiệt dùng được trên bếp điện từ F17A22IH- 22cm,CÁI,CW,7,,,,196,,,0,,,0.006136714285714286,,,,0,
7115900483,7115900483,7115900483,2020-05-22,422,CW,F17A26IH,Chảo chống dính báo nhiệt dùng được trên bếp điện từ F17A26IH- 26cm,CÁI,CW,7,,,,192,,,0,,,0.006913392857142857,0.957,6.7,,1,
7115900495,7115900495,7115900495,2020-05-22,423,CW,S13S22,Nồi canh Inox 304 S13S22/22cm,CÁI,CW,6,485,370,480,200,,,0,,0.086136,0.014356,,,,0,
7116900124,7116900124,7116900124,2020-05-22,424,CW,S28S-T1,Bộ nồi inox Care  S28S-T1,BỘ,CW,2,,,,72,,,0,,,0.0215025,,,,0,
7211002385,7211002385,7211002385,2020-05-22,425,SDA,BL317166,"Máy xay sinh tố Tefal,  BL317166 ,550W, cối thủy tinh 1,5L",CÁI,SDA,3,440,260,740,63,,,0,,0.084656,0.02821866666666667,,,,0,
7212000171,7212000171,7212000171,2020-05-22,426,SDA,50YC10VN-100,Nồi áp suất điện/CYSB50YC10VN-100//,CÁI,SDA,2,,,,48,,,0,,,0.05471421,7.1,14.2,,0,
4200005532,4200005532,4200005532,2020-05-22,427,CW,F15A24,Chảo chống dính báo nhiệt F15A24- 24cm   Thermo-spot Non-stick Frypan F15A24- 24cm,CÁI,CW,7,,,,196,,,0,,,0.006136714285714286,0.714,5.0,,1,
7211000987,7211000987,7211000987,2020-05-22,428,SDA,BL305840,"Máy xay sinh tố Tefal,  BL305840 ,400W, cối nhựa 1,5L màu đen",CÁI,SDA,3,660,220,400,72,,,0,,0.05808,0.01936,2.46,7.38,,0,
7115900795,7115900795,7115900795,2020-05-22,429,CW,H18202-J24,Chảo chống dính  Ruby IH H18202-J24 24 cm,CÁI,CW,6,440,275,305,210,,,0,,0.036905,0.006150833333333334,,,,0,
7115900803,7115900803,7115900803,2020-05-22,430,CW,H18203-J26,Chảo chống dính Affinity IH H18203-J26 26 cm,CÁI,CW,14,540,335,330,490,,,0,,0.059697,0.004264071428571429,,,,0,
7115900814,7115900814,7115900814,2020-05-22,431,CW,H18203-T24A,Nồi chống dính  Affinity IH H18203-T24A 24 cm,CÁI,CW,4,530,390,265,200,,,0,,0.0547755,0.013693875,1.8,7.2,,0,
7116900146,7116900146,7116900146,2020-05-22,432,CW,F28A-T1,Chảo chống dính Tank F28A-T1,CÁI,CW,6,610,360,340,150,,,0,,0.074664,0.012444,1.6,9.6,,0,
7211003279,7211003279,7211003279,2020-05-22,433,SDA,50YB19VN-PK,Nồi cơm điện - CFXB50YB19VN-PK-50,CÁI,SDA,4,621,320,656,48,,,0,,0.13036032,0.03259008,4.12,16.48,,0,
7114900003,7114900003,7114900003,2020-05-22,434,CW,YG24,Nồi áp suất 2 tay cầm YG24-24cm,CÁI,CW,4,,,,56,,,0,,,0.029205,3.9,15.6,,0,
7212000247,7212000247,7212000247,2020-05-22,435,SDA,CB45VN-210,"Bếp điện từ Easy-using SDHCB45VN-210 
Easy-using Induction Cooker SDHCB45VN-210""",CÁI,SDA,4,,,,64,4,4,0,,,0.02709,3.875,15.5,64,0,
1830005283,1830005283,1830005283,2020-05-22,436,SDA,FV3930E0,Bàn ủi hơi nước Tefal- FV3930E0,CÁI,SDA,6,425,348,370,144,,,0,,0.054723,0.0091205,1.638,9.83,,1,
2100090223,2100090223,2100090223,2020-05-22,437,CW,C6824672,Nồi lẻ hai quai Tefal Character có nắp - 24cm,CÁI,CW,2,370,560,340,100,,,0,,0.070448,0.03522400000000001,2.349,9.396,,1,
7115900491,7115900491,7115900491,2020-05-22,438,CW,S10A20,Nồi canh Oxy hóa mềm Ingenio S10A20/20cm,CÁI,CW,6,,,,180,,,0,,,0.0091875,1.233,7.4,,1,
7115900575,7115900575,7115900575,2020-05-22,439,CW,NCE132,32cmSP Wok/NCE132//,CÁI,CW,6,550,440,700,72,,,0,,0.1694,0.02823333333333334,,,,0,
7115900792,7115900792,7115900792,2020-05-22,440,CW,H18201-J26,Chảo chống dính Lux IH H18201-J26 26 cm,CÁI,CW,6,455,295,315,210,,,0,,0.042280875,0.0070468125,1.1,6.6,,0,
7211001367,7211001367,7211001367,2020-05-22,441,SDA,BL142A42,"Máy xay sinh tố Tefal,  BL142A42 , 300W, cối thủy tinh 0,6L",CÁI,SDA,3,320,370,350,90,,,0,,0.04144,0.01381333333333334,,,,0,
7211003136,7211003136,7211003136,2020-05-22,442,SDA,BL427166,Máy xay sinh tố Tefal - Blendforce 2 Plastic - BL427166,CÁI,SDA,3,680,420,320,54,,,0,,0.091392,0.030464,2.957,8.87,,1,
1830005460,1830005460,1830005460,2020-05-22,443,SDA,FV3925L0,Bàn ủi hơi nước Tefal - FV3925L0,CÁI,SDA,6,425,345,370,144,,,0,,0.05425125,0.009041875,1.35,8.1,,0,
1830005910,1830005910,1830005910,2020-05-22,444,SDA,FV4970E0,Bàn ủi hơi nước Tefal- FV4970E0,CÁI,SDA,6,360,350,440,192,,,0,,0.05544,0.00924,1.75,10.5,,0,
7211003666,7211003666,7211003666,2020-05-22,445,SDA,SRC811VN,Nồi cơm điện Supor SRC811VN 1.2L – 500W,CÁI,SDA,4,605,310,585,72,,,0,,0.10971675,0.0274291875,2.9,11.6,,0,
7212000224,7212000224,7212000224,2020-05-22,446,SDA,SRC741,Nồi cơm điện lồng nồi oxy hóa cứng chống dính Comfort 1.8L SRC741,CÁI,SDA,4,,,,56,,,0,,,0.0320436,,,,0,
1830005278,1830005278,1830005278,2020-05-22,447,SDA,FV3910E0,Bàn ủi hơi nước Tefal- FV3910E0,CÁI,SDA,6,425,348,370,144,,,0,,0.054723,0.0091205,1.607,9.64,,1,
7211002524,7211002524,7211002524,2020-05-22,448,SDA,BL133AKR,Máy xay sinh tố Tefal BL133AKR,CÁI,SDA,3,400,390,310,90,,,0,,0.04836,0.01612,2.47,7.41,,0,
7222607450,7222607450,7222607450,2020-05-22,449,SDA,ST26-04,Nồi canh inox DZPST26-04/430/VN/O,CÁI,SDA,12,,,,144,,,0,,,0.008456,1.092,13.1,,1,
7115900822,7115900822,7115900822,2020-05-22,450,CW,H18203-J22D,Chảo chống dính  Affinity IH H18203-J22D 22 cm,CÁI,CW,14,460,290,315,200,,,0,,0.042021,0.0030015,0.6,8.4,,0,
